"pmid","decision","layer","reason","citation_chase","language_exclude"
"38358956","maybe","L3","environmental phage plus blood culture positivity","no","no"
"30307566","include","L3","0.53% blood culture positivity; multisite surveillance","no","no"
"20536891","exclude","none","single case report imported typhoid","no","no"
"41066482","exclude","none","seroincidence estimation; serology not positivity","no","no"
"33258932","include","L3","5.3% culture positive of 5736 suspected; incidence","no","no"
"37504577","exclude","none","whole-genome sequencing AMR clustering; molecular","no","no"
"28931025","exclude","none","clinical microbiological characteristics; culture-confirmed only","no","no"
"35781016","exclude","none","outpatient treatment case series; imported","no","no"
"33305986","exclude","none","biofilm virulence genes antibiogram; in vitro","no","no"
"41627467","exclude","none","qPCR assay development; molecular","no","no"
"30047366","include","L3","S Typhi positivity 6.42% to 1.32%; blood cultures","no","no"
"35238365","exclude","none","model-based incidence estimate; no primary positivity","no","no"
"3998508","exclude","none","diarrhea pathophysiology; culture-positive patients","no","no"
"31612941","exclude","none","vaccine introduction burden review","no","no"
"40163994","exclude","none","wastewater environmental surveillance; not clinical","no","no"
"1401030","exclude","none","urine antigen ELISA accuracy; out of scope","no","no"
"27296619","include","multiple","blood culture yield 21.8% of 110 clinically diagnosed; PCR","no","no"
"16407354","include","L3","5% culture positive of 1815; population surveillance","no","no"
"30047367","maybe","L3","culture-confirmed typhoid isolation trends; three centres","no","no"
"14596347","include","L3","0.6% stool culture positive of 245255; surveillance","no","no"
"8689970","exclude","none","Widal titre distribution healthy population; serology","no","no"
"26449938","include","L1","blood culture 28.6% sensitive vs qPCR","no","no"
"33198646","include","multiple","265 of 507 reported confirmed by culture; PVP","no","no"
"30020426","exclude","none","IgA antigen serodiagnostic; out of scope","no","no"
"16409664","exclude","none","H pylori typhoid association; risk factor","no","no"
"34506445","include","L3","0.51% blood culture positive of 3483 suspected","no","no"
"34528085","exclude","none","TCV research agenda review","no","no"
"16156980","exclude","none","culture-confirmed clinical AMR; no denominator","no","no"
"39719116","exclude","none","single case report pericardial abscess","no","no"
"37172043","include","L2","Nelwan clinical score sensitivity specificity PPV vs culture","no","no"
"33934153","exclude","none","SEAP Nepal AMR among positives; no positivity","no","no"
"35568365","exclude","none","salmonellacidal antibody response; serology","no","no"
"11862006","include","multiple","blood culture positive 14.5% of 55 suspected; PCR","no","no"
"38965941","exclude","none","cholecystectomy molecular detection; carriers","no","no"
"18603863","exclude","none","clinical profile drug response; no denominator","no","no"
"36932750","include","L3","Salmonella typhi 4.6% of 174190 blood cultures","no","no"
"33795754","include","L3","5.3% enteric fever prevalence among 150 suspected","no","no"
"40940594","exclude","none","post-travel typhoid timing; travellers small","no","no"
"41092534","maybe","L3","malaria typhoid coinfection prevalence; method unclear","no","no"
"40608722","include","L3","4.85% S Typhi positive among febrile","no","no"
"28256469","include","L3","outbreak 6 of 13 fever patients culture-positive","no","no"
"36550738","include","L3","5.1% culture positive of 824 suspected; AMR","no","no"
"34586391","exclude","none","stool shedding chronic carriers; special population","no","no"
"34274303","exclude","none","genomic surveillance isolates; molecular Taiwan","no","no"
"35238362","exclude","none","stool shedding household transmission; not positivity","no","no"
"20236850","include","L3","48 Salmonella from 961 blood cultures; incidence","no","no"
"33956653","exclude","none","clinical features complications; culture-confirmed only","no","no"
"27083427","exclude","none","paratyphoid vaccine development review","no","no"
"34324765","exclude","none","environmental detection methods; not clinical","no","no"
"23103892","include","multiple","189 S Typhi of 7401; incidence; fever features","no","no"
"41406675","exclude","none","seroresponse antibody dynamics; serology modeling","no","no"
"33258936","include","multiple","clinical features case definition sensitivity specificity vs culture","no","no"
"11726293","exclude","none","imported case series Paris; travellers","no","no"
"16318734","maybe","L3","paratyphi versus typhi incidence; population-based studies Asia","no","no"
"35008059","exclude","none","ultrasound gallstone detection; carrier screening","no","no"
"30845326","exclude","none","seroefficacy trial design modeling; vaccine","no","no"
"33079959","exclude","none","human challenge re-challenge immunity; attack rate","no","no"
"28306338","exclude","none","Canadian notified Salmonella cases; no positivity","no","no"
"12944555","exclude","none","salivary IgA ELISA; serodiagnostic out of scope","no","no"
"29137627","exclude","none","MDR prediction modeling; AMR isolates","no","no"
"33258931","include","L3","22% culture-positive of 10094 enrolled; surveillance","no","no"
"37253442","include","L3","237 S Typhi of 11417 cultures; incidence","no","no"
"34844208","exclude","none","typhoid RDT accuracy vs culture; serology out of scope","no","no"
"18702385","include","L3","culture positivity 52.6%; clinical profile Mumbai","no","no"
"36448816","maybe","L1","RDT accuracy with latent class; blood culture sensitivity","no","no"
"27372155","exclude","none","PLGA vaccine microencapsulation; immunology","no","no"
"38713678","exclude","none","environmental surveillance method validation; not clinical","no","no"
"30134970","include","multiple","5.0% culture-confirmed of 421 febrile; clinical predictors","no","no"
"31377955","exclude","none","XDR typhoid AMR isolates; no positivity denominator","no","no"
"37777910","exclude","none","first-line antibiotic sensitivity trends; AMR","no","no"
"24240034","include","L3","296 confirmed enteric fever; community incidence","no","no"
"33969606","exclude","none","XDR Salmonella genotyping resistance genes; molecular","no","no"
"31665775","exclude","none","introductory commentary TSAP SETA programs","no","no"
"37654037","exclude","none","antibiotic resistance pattern; culture-positive children","no","no"
"39365840","exclude","none","24-year AMR trends; culture-confirmed only","no","no"
"30767003","include","L3","ceftriaxone-resistant typhoid outbreak; 101 confirmed cases","no","no"
"28727726","exclude","none","Vi IgG seroprevalence survey; serology","no","no"
"11902310","exclude","none","single case report bone marrow; special population","no","no"
"24902583","exclude","none","metabolite signatures; metabolomics","no","no"
"8326516","include","multiple","blood culture positive 25.5% of 110 suspected","no","no"
"31839887","include","L3","14.1% culture-positive of 810 febrile suspected","no","no"
"28545919","exclude","none","nested multiplex PCR virulence detection; molecular","no","no"
"19745526","include","L1","blood versus bone marrow culture yield; media comparison","no","no"
"29609250","include","L3","positive rate 3.0% of 31322; national surveillance","no","no"
"6703825","include","L3","common-source typhoid epidemic; 80 verified cases","no","no"
"27523510","exclude","none","imported paediatric enteric fever series; travellers","no","no"
"28959915","include","multiple","39 of 187 suspected culture-positive; lab predictors","no","no"
"33258930","exclude","none","SEAP supplement introduction; vaccine policy","no","no"
"23084770","exclude","none","Ty21a cross-protection immunology; vaccine","no","no"
"11944712","include","L3","S typhi 8.9% of 4699 blood cultures; surveillance","no","no"
"26388636","exclude","none","pediatric AMR analysis; culture-proven only","no","no"
"12592993","exclude","none","Typhidot serology evaluation; out of scope","no","no"
"8203854","exclude","none","antibiotic treatment RCT; no diagnostic positivity","no","no"
"11811872","include","L3","outbreak 19 of 50 cases culture-confirmed; attack rate","no","no"
"16950486","exclude","none","fluoroquinolone resistance MIC; isolates only","no","no"
"34236261","include","L3","S Typhi 415 of 4543 blood cultures; AMR","no","no"
"35199732","include","L3","2.03% enteric fever among 7450 admitted; prevalence","no","no"
"7872989","exclude","none","flagellin antigen ELISA serodiagnostic; out of scope","no","no"
"37851667","exclude","none","environmental water sampling transmission; not clinical","no","no"
"41092802","exclude","none","TCV implementation policy review","no","no"
"33258935","include","multiple","prior antibiotics and blood culture positivity; suspected enteric fever","no","no"
"538809","include","L1","bone marrow 95% versus blood culture 43% sensitivity","no","no"
"17255243","include","multiple","blood culture sensitivity 61.8% of 131 suspected; PCR","no","no"
"39038733","exclude","none","TCV immune response longevity; vaccine immunogenicity","no","no"
"26270463","exclude","none","RT-LAMP molecular assay development; not positivity","no","no"
"23284780","include","multiple","WHO case definition sensitivity specificity vs blood culture","no","no"
"8222322","exclude","none","porin antibody inhibition ELISA; serodiagnostic","no","no"
"39928006","exclude","none","single case report pregnancy ARDS","no","no"
"19741290","maybe","L3","paratyphoid emergence Guangxi; surveillance outbreaks","no","no"
"27319376","exclude","none","PCR-RFLP H58 subtyping method; molecular","no","no"
"8354564","maybe","L3","Bombay MDR typhoid outbreak; isolation increase","no","no"
"30047360","include","L3","culture-confirmed typhoid incidence trends; sentinel surveillance","no","no"
"30629573","exclude","none","XDR typhoid travelers surveillance; special population","no","no"
"8578359","maybe","L3","culture 64% Widal 49% among clinically diagnosed children","no","no"
"32246197","exclude","none","HlyE YncE antibody serodiagnostic; carriers","no","no"
"3093527","include","L1","blood clot versus whole blood culture isolation","no","no"
"7957789","include","L3","S typhi 37.3% of 592 clinically diagnosed children","no","no"
"31945052","include","multiple","under-detection blood culture positivity; incidence adjustment","no","no"
"29735830","include","L3","blood culture positivity proportion trends; North India","no","no"
"6140444","exclude","none","antigen agglutination test; tiny serodiagnostic","no","no"
"20212336","exclude","none","antimicrobial susceptibility isolates; no positivity","no","no"
"31287048","include","multiple","blood culture versus multiplex PCR detection; 680 febrile","no","no"
"16256052","exclude","none","Israeli travelers enteric fever; special population","no","no"
"21897484","include","L3","30.4% blood culture positive of 92 suspected","no","no"
"28961918","include","multiple","55% clinically diagnosed but 4.1% culture-confirmed","no","no"
"40955982","exclude","none","single case report cerebellar ataxia","no","no"
"21843862","exclude","none","single case report fulminant hepatitis","no","no"
"40029872","exclude","none","wastewater surveillance seroincidence; not clinical","no","no"
"28551371","exclude","none","protein antigen ELISA serodiagnostic; out of scope","no","no"
"31219092","include","L3","45% culture positive among 128 clinically-defined cases","no","no"
"35945044","exclude","none","TCV vaccine effectiveness field evaluation","no","no"
"8852671","exclude","none","PCR primer development; molecular no clinical","no","no"
"28130144","maybe","L1","blood culture versus culture-PCR yield in challenge model","no","no"
"33593966","exclude","none","azithromycin resistance mutation genomics; molecular","no","no"
"32026790","exclude","none","procalcitonin CRP biomarker diagnosis; out of scope","no","no"
"36800733","exclude","none","single case report complicated typhoid","no","no"
"29073137","include","L3","enteric fever surveillance integration; positivity 3% and 22%","no","no"
"18287294","exclude","none","TUBEX assay characterization; lab serodiagnostic","no","no"
"40607646","include","L3","424 confirmed of 11916 suspected; azithromycin resistance","no","no"
"26933018","include","multiple","S Typhi 1.1% of 1674 by blood culture; PCR","no","no"
"8314983","exclude","none","PCR development small; culture-confirmed selected","no","no"
"12532577","exclude","none","Dot EIA serodiagnostic vs culture; out of scope","no","no"
"8427378","include","L3","Salmonella bacteremia 134 of 305 suspected; MDR","no","no"
"31884434","include","L3","blood culture positive 100 of 166 suspected","no","no"
"2506132","exclude","none","Vi polysaccharide characterization; molecular","no","no"
"33258929","exclude","none","illness severity outcomes; culture-confirmed only","no","no"
"18438514","include","L3","S typhi 2% of blood cultures; five-country incidence","no","no"
"35238369","exclude","none","SEFI AMR profile isolates; no positivity denominator","no","no"
"33704480","exclude","none","ESBL XDR genomics imported cases; molecular","no","no"
"35238364","include","L3","26 positive of 10737 infant blood cultures; surveillance","no","no"
"18604016","include","multiple","blood culture 37% bone marrow 62.5%; paediatric cases","no","no"
"22645647","exclude","none","genotyping geospatial transmission; molecular","no","no"
"33534746","exclude","none","XDR outbreak resistance trends; healthcare worker survey","no","no"
"42148097","exclude","none","bivalent conjugate vaccine preclinical; animal","no","no"
"28483042","exclude","none","diagnostic metabolites metabolomics; molecular","no","no"
"4014078","include","multiple","blood versus clot culture yield; 58 of 114 suspected","no","no"
"25922325","exclude","none","epidemiology clinical molecular typing; no positivity denominator","no","no"
"26374362","include","multiple","blood culture positive 1 of 105 on antibiotics; PCR","no","no"
"23433577","exclude","none","Contact/carrier faecal clearance screening yield; not typhoid diagnosis","no","no"
"6095460","include","L1","Compares three blood culture systems isolation rates enteric fever","no","no"
"28303985","exclude","none","Antimicrobial resistance pattern among culture-positive typhoid; no accuracy data","no","no"
"18501549","include","L3","Febrile clinic cohort with blood-culture positivity; RDT evaluation","no","no"
"31249207","exclude","none","Azithromycin resistance mechanisms in archived isolates; no diagnostic content","no","no"
"31707575","exclude","none","Novel LAMP molecular assay; not culture or definition accuracy","no","no"
"31665772","exclude","none","Policy commentary on TCV introduction; no positivity data","no","no"
"28056940","include","L3","Typhoid outbreak; suspected probable confirmed counts; case definition","no","no"
"39613102","exclude","none","Two-case travel XDR report; no denominator","no","no"
"2821064","exclude","none","Plasmid-relapse association in typhoid patients; no diagnostic accuracy","no","no"
"30426919","exclude","none","Environmental water qPCR surveillance; not human diagnostic positivity","no","no"
"2145703","include","L1","Compares blood culture media positivity for S. typhi","no","no"
"21444985","exclude","none","Serologic ELISA vs Widal/Tubex accuracy; no positivity denominator","no","no"
"33258928","include","L3","SEAP surveillance; clinically-diagnosed perforation with blood culture positivity","no","no"
"9215131","maybe","L3","PCR on 84 clinically suspected; culture comparison; possible positivity","no","no"
"22215815","exclude","none","Salivary IgA ELISA serodiagnosis; case-control panel no positivity","no","no"
"21537098","include","L3","Suspected enteric fever cohort; blood culture positivity 5.58 percent","no","no"
"40009631","include","L3","Ghana surveillance; febrile blood-culture positivity 12/5576; environmental ES","no","no"
"32725231","include","L3","Typhoid epidemic; perforation cohort culture-positive 11/22","no","no"
"8406648","include","L3","Kashmir typhoid outbreak; 230 cases 46 culture-positive","no","no"
"6202289","exclude","none","LPS inhibition immunoassay; case-control panel no positivity","no","no"
"27090993","exclude","none","US surveillance confirmed cases; travel AMR; no positivity denominator","no","no"
"30252031","exclude","none","Human challenge stool shedding by vaccination; no diagnostic accuracy","no","no"
"35238363","include","L3","Pediatric fever cohort; blood-culture-confirmed enteric fever positivity","no","no"
"27797841","exclude","none","Single case report treatment; no denominator","no","no"
"8292799","exclude","none","Monoclonal antibody RPHA antigen detection; no accuracy data","no","no"
"26735696","exclude","none","Environmental drinking water DNA detection; not human diagnostic","no","no"
"19631095","exclude","none","Fluoroquinolone resistance in isolates; AMR no diagnostic content","no","no"
"23339924","maybe","L3","North India typhoid outbreak; 27 culture-confirmed; possible attack data","no","no"
"22357703","include","L3","Kasese outbreak; suspected case definition; culture-positive 27/81","no","no"
"31151421","include","L3","Zimbabwe; 16398 suspected 550 confirmed notified typhoid","no","no"
"30845320","exclude","none","TCV Phase III efficacy trial protocol; no positivity results","no","no"
"30050612","exclude","none","Refugee camp outbreak risk-factor case-control; WASH focus","no","no"
"40211970","exclude","none","Germany notified confirmed enteric fever; travel AMR no positivity","no","no"
"35483998","exclude","none","Two case reports ceftriaxone failure; carrier; no denominator","no","no"
"20359254","include","L3","Febrile PUO cohort; blood culture positivity 2.0 percent; nPCR","no","no"
"15837356","include","L2","Jakarta outpatient clinical prediction rule; culture-confirmed typhoid","no","no"
"18023462","include","L3","Kathmandu hospital surveillance; blood culture Salmonella positivity trends","no","no"
"9522874","exclude","none","Narrative review typhoid laboratory diagnosis; culture sensitivity","yes","no"
"15031525","exclude","none","Urinary antigen ELISA diagnosis; case-control panel no positivity","no","no"
"16388215","exclude","none","Clinical profile 30 culture-positive typhoid; no accuracy comparator","no","no"
"26961857","include","L3","142 suspected enteric fever; blood culture-confirmed 48; dipstick assay","no","no"
"8216558","exclude","none","OMP antibody ELISA serodiagnosis; panel-based; no positivity cohort","no","no"
"12797986","exclude","none","PCR versus culture balanced panel; molecular; no positivity","no","no"
"18402191","exclude","none","Community perception predicts typhoid incidence; modeling not diagnostic","no","no"
"31167646","include","L3","158 suspected typhoid; blood culture reference; Widal stool accuracy","no","no"
"41564028","include","L3","Nepal surveillance; blood culture positivity across pandemic vaccine periods","no","no"
"2688222","exclude","none","ELISA antigen antibody detection; panel-based; no positivity cohort","no","no"
"29432657","exclude","none","Clinical AMR profile culture-confirmed typhoid; no positivity denominator","no","no"
"26573629","include","L3","1371 febrile; blood culture positive 237; Widal ELISA accuracy","no","no"
"23281454","include","L3","3980 suspected enteric fever; blood culture positivity 2.0 percent","no","no"
"3461368","exclude","none","23-patient case series; carriers travellers; no positivity denominator","no","no"
"1669964","exclude","none","Widal false-positivity in malaria; no typhoid cases","no","no"
"29327530","exclude","none","Single case report splenic abscess; no denominator","no","no"
"3657877","maybe","L3","Vi vaccine trial; case definition; culture-positive clinical attack rates","no","no"
"23134904","exclude","none","ICT versus Widal serology; no culture reference standard","no","no"
"25427666","exclude","none","US typhoid surveillance outbreak-detection method; confirmed cases; no positivity","no","no"
"29870169","include","L3","80 clinically suspected; blood culture positivity 20 percent; nested PCR","no","no"
"7240754","exclude","none","Bactericidal antibody serodiagnosis; panel-based; no positivity cohort","no","no"
"16082406","exclude","none","Kathmandu Salmonella isolates AMR trends; no positivity denominator","no","no"
"2091664","exclude","none","LPS protein antibody ELISA versus Widal; panel-based","no","no"
"21795820","exclude","none","POC serology evaluation Nigeria; blood cultures negative; seroprevalence","no","no"
"12612998","exclude","none","Single case report HUS; no denominator","no","no"
"8849259","exclude","none","Ofloxacin treatment RCT; culture-positive enrollment; not surveillance positivity","no","no"
"20403166","exclude","none","Blood culture PCR method development artificial samples; molecular","no","no"
"26449954","include","L3","TSAP surveillance; febrile blood culture; Salmonella Typhi positivity by age","no","no"
"29903111","exclude","none","Quadruple real-time PCR assay development on strains; molecular","no","no"
"16431148","include","L3","Karachi surveillance; 341 suspected; 49 culture-positive; incidence estimates","no","no"
"9521228","exclude","none","US typhoid surveillance confirmed cases; travel AMR; no positivity","no","no"
"31314752","include","multiple","Malawi febrile children; blood culture yield positivity; PCR enhancement","no","no"
"11705049","include","L1","Compares blood bone-marrow stool urine culture sensitivity enteric fever","no","no"
"11865843","include","L3","127 suspected typhoid; dipstick versus blood bone-marrow culture","no","no"
"11283089","include","multiple","120 suspected 89 confirmed; blood versus bone-marrow bacterial counts","no","no"
"25515735","exclude","none","Single case report haematuria; no denominator","no","no"
"39302169","exclude","none","DPP serologic RDT accuracy; archived sample panel; no positivity","no","no"
"25865974","exclude","none","Rapid IgM tests versus blood culture; case-control design","no","no"
"6490859","exclude","none","Passive bacterial agglutination serodiagnosis; panel-based; no positivity","no","no"
"15181493","exclude","none","24-case typhoid series Taiwan; clinical features; no positivity denominator","no","no"
"22357702","include","L3","Malawi-Mozambique outbreak; 214 suspected 43 probable 46 confirmed","no","no"
"10206117","maybe","L3","Typhidot versus Widal; 134 febrile children; culture reference","no","no"
"40258867","exclude","none","India multicenter AMR trends isolates; no positivity denominator","no","no"
"8283597","include","L3","Karachi; 25000 blood cultures; 6.7 percent salmonella positivity","no","no"
"39350401","exclude","none","PARK2 polymorphism typhoid susceptibility; genetics; not diagnostic","no","no"
"29875924","include","L3","Bukavu; 460 suspected; blood culture positivity 31.3 percent","no","no"
"29931558","exclude","none","Recombinant CdtB IgM ELISA serodiagnosis; panel-based; small","no","no"
"7751397","exclude","none","Nested PCR ViaB assay development on strains; molecular","no","no"
"21046701","include","L3","Pakistan child surveillance; blood culture; typhoid bacteremia incidence","no","no"
"25390062","exclude","none","Nepal Salmonella isolates antibiogram; no positivity denominator","no","no"
"17964105","exclude","none","Dry-reagent PCR assay on blood culture broths; molecular panel","no","no"
"40318346","exclude","none","WHO consultation report bivalent vaccine regulatory pathway; no data","no","no"
"4890742","maybe","L3","Typhoid outbreak; immunofluorescence versus fecal culture; 41 culture-positive","no","no"
"17298127","include","L3","Kenya; 846 suspected; blood culture isolation 2-3 percent; Widal","no","no"
"10473232","exclude","none","Azithromycin versus chloramphenicol treatment RCT; no diagnostic content","no","no"
"10741005","exclude","none","PFGE genetic homogeneity of isolates; molecular not diagnostic","no","no"
"9251374","exclude","none","Drug resistance 30 culture-positive typhoid; no positivity denominator","no","no"
"25909750","exclude","none","Blantyre MDR H58 surveillance; confirmed counts; no positivity denominator","no","no"
"11320385","maybe","L3","Vi conjugate vaccine RCT; case definition; culture-confirmed attack rates","no","no"
"3450013","include","L3","101 suspected enteric fever; culture-confirmed 44; Widal; bone marrow","no","no"
"7252167","exclude","none","Counter-immunoelectrophoresis serodiagnosis; panel-based; no positivity cohort","no","no"
"3818924","exclude","none","Protein antigen ELISA detection; panel-based; no positivity cohort","no","no"
"10689234","exclude","none","Traveler cohort typhoid attack rates; special population travellers","no","no"
"7040446","exclude","none","Urine Vi antigen ELISA; small outbreak; antigen detection method","no","no"
"3183027","exclude","none","Monoclonal antibody antigen ELISA; panel-based; no positivity","no","no"
"25890321","maybe","L3","Harare outbreak; TUBEX OnSite RDT evaluation; culture-confirmed cases","no","no"
"19230587","include","L2","Ultrasound mesenteric lymphadenopathy diagnostic value; typhoid versus non-typhoid","no","no"
"8076992","exclude","none","Bangalore outbreak isolates antibiogram; no positivity denominator","no","no"
"7650725","exclude","none","Latex coagglutination antigen detection; panel-based; no positivity cohort","no","no"
"7037982","maybe","L3","Ty21a vaccine field trial; case definition; confirmed typhoid incidence","no","no"
"15314194","exclude","none","hilA PCR validation; case-control panel; molecular","no","no"
"16938421","include","L3","Calcutta surveillance; 6697 febrile; culture-confirmed; serologic tests","no","no"
"41045843","include","L3","1625 suspected enteric fever; S. typhi positivity 20.98 percent","no","no"
"23991240","exclude","none","Kathmandu risk-factor case-control; hygiene water; not diagnostic","no","no"
"10548305","include","L3","97 suspected children; blood culture-confirmed 46; Typhidot Widal","no","no"
"21609455","include","L3","Tanzania hospitalized children; blood culture S. Typhi 33/139; Tubex","no","no"
"6784247","include","L3","239 suspected typhoid; 79 blood cultures S. typhi positive","no","no"
"3900945","include","L1","Compares bone marrow blood stool duodenal culture sensitivity children","no","no"
"12757221","include","multiple","473 suspected typhoid; culture positivity; clinical symptoms non-specific; dipstick","no","no"
"19741090","maybe","L3","112 suspected typhoid; blood culture; ALS antibody assay development","no","no"
"14513391","include","L3","73 clinically suspected; blood culture positivity 13.7 percent; PCR","no","no"
"19182742","maybe","L3","100 suspected typhoid; DOT EIA versus Widal; mixed reference","no","no"
"32284487","exclude","none","Single case report neurological complication; no denominator","no","no"
"8282391","include","L1","Duodenal string versus blood culture sensitivity; enteric fever children","no","no"
"1693382","exclude","none","Sandwich immunoassay antigen detection; culture broths; analytical","no","no"
"8560588","include","L1","145 suspected; blood versus bone marrow culture positivity yield","no","no"
"19642380","exclude","none","Ningbo reported cases epidemiology; shellfish risk factors; no positivity","no","no"
"24371257","exclude","none","ALS immunoproteomic biomarker discovery; small; not positivity","no","no"
"2745686","exclude","none","DNA probe detection versus culture; small; molecular","no","no"
"7344101","exclude","none","Fecal broth coagglutination antigen detection; panel-based","no","no"
"2295860","exclude","none","Flagellin antigen detection ELISA; panel-based; no positivity","no","no"
