"pmid","decision","layer","reason","citation_chase","language_exclude"
"41542829","exclude","none","waterborne disease surveillance trends no case definition positivity","no","no"
"4782801","exclude","none","Russian bone marrow vaccine reaction animal study","no","yes"
"29690929","exclude","none","gonococcal sepsis case report not typhoid","no","no"
"27222489","maybe","L1","blood culture isolates S. Typhi 26 percent bloodstream","no","no"
"7890343","exclude","none","typhoid hepatic manifestations confirmed cases no diagnostic accuracy","no","no"
"2094387","maybe","L3","Salmonella blood culture positivity seven typhoid cases reported","no","no"
"41704909","exclude","none","whole-genome sequencing surveillance genomics not culture accuracy","no","no"
"38514324","exclude","none","Chinese rash-fever syndrome surveillance review not typhoid specific","no","no"
"42208954","exclude","none","environmental genomic surveillance personal view commentary not diagnostic","no","no"
"33248568","exclude","none","fowl typhoid poultry chickens not human","no","no"
"7023127","exclude","none","German Salmonella blood culture serology study","no","yes"
"16517998","exclude","none","kala-azar immunochromatographic test typhoid only specificity control","no","no"
"39048970","maybe","L3","malaria-typhoid co-infection prevalence diagnosis method unclear","no","no"
"28784184","exclude","none","fowl typhoid poultry vaccine immunogenicity not human","no","no"
"24647088","exclude","none","enteric fever surveillance incidence comparison no case definition","no","no"
"14994967","include","multiple","enteric fever culture positive 52 percent fever charting","no","no"
"9815456","exclude","none","typhoid travelers risk factor analysis no diagnostic accuracy","no","no"
"23624347","exclude","none","LAMP-ELISA molecular assay spiked samples not clinical accuracy","no","no"
"25289402","maybe","L3","typhoid surveillance vaccine missing abstract possibly relevant counts","no","no"
"14408869","maybe","L1","Title on bone marrow versus blood culture yield abstract missing","no","no"
"35882233","exclude","none","Ancient DNA genomics of Bronze Age Salmonella no diagnostic content","no","no"
"26743045","exclude","none","Salmonella incidence burden estimation without case definition or culture positivity","no","no"
"40857622","exclude","none","Statistical alarm thresholds for notifications not diagnostic case definition","no","no"
"41809927","exclude","none","Non-typhoidal Salmonella outbreak antimicrobial susceptibility not typhoid case definition","no","no"
"14905288","maybe","L3","California typhoid epidemiology mentions lab confirmation of suspected cases","no","no"
"1610504","include","L3","Paratyphoid outbreak attack rate case definition culture confirmed","no","no"
"36005262","exclude","none","Molecular genotyping MLST PFGE of Typhi no diagnostic yield","no","no"
"1778879","exclude","none","Ceftriaxone treatment trial no culture yield or case definition","no","no"
"1296292","exclude","none","Narrative clinical overview of salmonellosis no positivity data","no","no"
"15761461","exclude","none","Single case report no denominator or diagnostic accuracy","no","no"
"5178643","exclude","none","Pediatric nontyphoidal salmonellosis series typhoid excluded not case definition","no","no"
"2485368","exclude","none","Genitourinary infection predictive value typhoid only a covariate","no","no"
"10758909","exclude","none","Taxonomic nomenclature proposal for Salmonella paratyphi not diagnostic","no","no"
"25203593","exclude","none","Bacterial extract collagenase immunostimulator study not diagnostic","no","no"
"7112210","exclude","none","G6PD deficiency in typhoid children not culture or case definition","no","no"
"25336548","exclude","none","Single arthritis ARDS typhoid case report no denominator","no","no"
"3897799","exclude","none","Salmonella paratyphi protein antigen study not diagnostic accuracy","no","no"
"8698499","exclude","none","Paratyphi conjugate vaccine immunogenicity in mice no positivity","no","no"
"35757821","exclude","none","Whole-genome sequencing of XDR Typhi travel cases not case definition","no","no"
"39938329","maybe","L2","Novel SERS liquid biopsy typhoid diagnostic accuracy possibly relevant","no","no"
"21061576","exclude","none","Russian language antibody titer serosurvey not diagnostic","no","yes"
"19594621","exclude","none","Genomic accessory sequences nontyphoidal Salmonella Heidelberg not diagnostic","no","no"
"35460780","exclude","none","Review of wastewater passive sampling methods not clinical culture","no","no"
"26933024","exclude","none","Qualitative healthcare-seeking study no positivity or case counts","no","no"
"22795887","exclude","none","Pet turtle paratyphi B outbreak few cases no case definition","no","no"
"31722678","exclude","none","Scoping review of febrile illness diagnostics citation source","yes","no"
"39396349","exclude","none","Typhoid conjugate vaccine efficacy trial not diagnostic case definition","no","no"
"9483833","exclude","none","German language historical surveillance review no diagnostic data","no","yes"
"31600146","exclude","none","Typhoid perforation surgical outcomes not culture yield or case definition","no","no"
"40239419","exclude","none","CSF culture meningitis antimicrobial resistance not typhoid case definition","no","no"
"26835678","exclude","none","Membrane immunoassay platform development no clinical culture comparison","no","no"
"1791334","exclude","none","Japanese language paratyphi treatment case report ineligible","no","yes"
"18626466","exclude","none","Narrative typhoid review no positivity data or accuracy","no","no"
"16151219","exclude","none","Toxin gene genomics Typhimurium DT104 not diagnostic","no","no"
"37234442","exclude","none","Single typhoid rhabdomyolysis case report no denominator","no","no"
"17657075","exclude","none","Salmonella osteomyelitis single case report no denominator","no","no"
"35238368","exclude","none","Pediatric fever hospitalization cost study no culture positivity data","no","no"
"28967169","exclude","none","Non-typhoid Salmonella epidemiology not typhoid diagnostic","no","no"
"12561996","exclude","none","Antinuclear antibody test method not typhoid diagnosis","no","no"
"17350203","include","L2","TUBEX rapid test sensitivity specificity against blood culture typhoid","no","no"
"34796062","exclude","none","Lymphoma splenic abscess case report typhoid only mentioned","no","no"
"594834","maybe","L3","On-topic typhoid outbreak surveillance title abstract missing","no","no"
"30791671","exclude","none","Swine human nontyphoidal Salmonella surveillance review not typhoid","no","no"
"3704861","exclude","none","Psittacosis misdiagnosed as typhoid not actually typhoid","no","no"
"27982698","exclude","none","Invasive nontyphoidal Salmonella Napoli genomics not typhoid case definition","no","no"
"22691346","exclude","none","SELDI-TOF proteomic strain identification not clinical case definition","no","no"
"12121274","exclude","none","HLA immunogenetics of typhoid severity not diagnostic","no","no"
"14120525","exclude","none","Rat leukocyte plasma study not human typhoid","no","no"
"32294846","exclude","none","Infectious diarrhea surveillance nontyphoidal Salmonella not typhoid","no","no"
"4088026","maybe","L2","French pediatric typhoid series clinical signs blood culture serology diagnosis","no","no"
"31889080","exclude","none","climate seasonality of typhoid incidence no case definition or yield","no","no"
"9800768","exclude","none","general district surveillance model no typhoid positivity or case definition","no","no"
"8108541","exclude","none","historical biography debating typhoid diagnosis of Prince Albert","no","no"
"16159688","exclude","none","vaccine acceptability perception survey no diagnostic or culture content","no","no"
"31668199","exclude","none","Lassa fever review typhoid only as differential diagnosis","no","no"
"32308535","exclude","none","returning traveller fever review no typhoid-specific positivity data","no","no"
"12926736","exclude","none","Australian foodborne notification counts no typhoid case definition positivity","no","no"
"4208252","exclude","none","Swedish paratyphi outbreak language ineligible","no","yes"
"16756687","exclude","none","non-typhoid Salmonella seasonal severity not typhoid diagnostics","no","no"
"31665781","exclude","none","meta-analysis of typhoid complications not case definition PPV","yes","no"
"30767001","exclude","none","typhoid vaccination policy review no diagnostic accuracy data","no","no"
"6998594","maybe","L3","Ty21a field trial suspected cases bacteriologically confirmed surveillance denominators","no","no"
"1960153","exclude","none","renal dysfunction in culture-positive enteric fever no diagnostic accuracy","no","no"
"37476827","exclude","none","fowl typhoid Salmonella gallinarum poultry not human","no","no"
"9180595","exclude","none","fatal typhoid autopsy clinicopathology no case definition or yield","no","no"
"41438164","exclude","none","animal disease burden Nigeria fowl typhoid not human","no","no"
"30767004","maybe","L1","blood cultures febrile children reporting Typhi positivity proportion","no","no"
"33690206","exclude","none","COVID antibody test typhoid only control sera","no","no"
"36722253","exclude","none","enteric fever inequality surveillance no positivity or case definition","no","no"
"2620945","exclude","none","gas chromatography blood culture method typhi one test organism","no","no"
"3446000","exclude","none","Singapore foodborne surveillance overview no typhoid positivity data","no","no"
"14067254","exclude","none","old bone marrow hematopoiesis physiology not typhoid diagnostics","no","no"
"36640585","exclude","none","typhoidal Salmonella pathogenesis molecular review no diagnostic data","no","no"
"1844520","maybe","L2","Spanish ADA test sensitivity specificity versus culture-proven typhoid","no","no"
"34946117","exclude","none","non-typhoid Salmonella colistin resistance genomics not typhoid","no","no"
"34442786","exclude","none","typhoid conjugate vaccine thermostability no positivity content","no","no"
"12014769","maybe","L2","confirmed typhoid children clinical features Widal Typhidot positivity predictors","no","no"
"41056354","exclude","none","Kampala outbreak vaccination modeling no case definition extraction","no","no"
"40570391","exclude","none","wastewater environmental surveillance Typhi not human blood culture","no","no"
"7522821","maybe","L3","paratyphi B outbreak France on-topic title missing abstract","no","no"
"4224383","exclude","none","Russian typhoid outbreak carrier detection language ineligible","no","yes"
"24725227","exclude","none","PCR detection of paratyphi B in foods not human","no","no"
"15490708","exclude","none","food vendor Salmonella carrier prevalence not diagnostic accuracy","no","no"
"26119415","exclude","none","non-typhoid Salmonella seroincidence sampling not typhoid","no","no"
"20710103","maybe","L2","clinical laboratory features diagnosing typhoid with jaundice before culture","no","no"
"5513570","exclude","none","paratyphi colicine sensitivity phase variation typing not diagnostic","no","no"
"35535445","exclude","none","Chinese molecular subtyping typhoid cluster no positivity proportion","no","no"
"8994792","exclude","none","antimicrobial resistance surveillance review no typhoid diagnostic accuracy","no","no"
"31720139","exclude","none","XDR Typhi culture-proven series no suspected confirmed denominators","no","no"
"9311642","exclude","none","typhoid bone marrow hematologic responses not culture","no","no"
"40270752","exclude","none","enteric fever spatiotemporal incidence no positivity or case definition","no","no"
"30346608","exclude","none","Ty21a mucosal T-cell immunogenicity no positivity content","no","no"
"8660045","exclude","none","fluoroquinolone growth outcome in suspected typhoid not diagnostics","no","no"
"18254513","maybe","L1","blood culture Typhi positivity among febrile malaria patients","no","no"
"15277170","exclude","none","birthweight and Vi vaccine antibody response not positivity","no","no"
"29609253","exclude","none","Chinese early warning thresholds not typhoid case definition","no","no"
"32823394","exclude","none","post-fever retinitis review typhoid only as cause","no","no"
"14120533","exclude","none","hemic tissue regeneration physiology not typhoid","no","no"
"29620803","exclude","none","non-typhoid Salmonella positivity Laos not typhoid","no","no"
"14572205","exclude","none","Brucellosis diagnosis review typhoid only mentioned as differential","no","no"
"24532515","exclude","none","Korean isolation guideline compliance confirmed cases only no positivity","no","no"
"21274484","exclude","none","Singapore enteric fever incidence trends confirmed counts only","no","no"
"34808080","exclude","none","Madagascar typhoid perforation surge no culture case-definition","no","no"
"26261776","exclude","none","Scrub typhus clinical review not typhoid","no","no"
"29280425","exclude","none","Invasive Salmonella C1 Mali strain typing not positivity","no","no"
"25005493","exclude","none","Case report false-positive malaria RDT no denominator","no","no"
"30363709","exclude","none","Case report malaria Salmonella bacteremia no denominator","no","no"
"26363628","exclude","none","Oman travel infection counts no case-definition positivity","no","no"
"17426175","exclude","none","Vietnam enteric disease incidence mapping no positivity","no","no"
"37252557","exclude","none","Pediatric hepatitis etiology enteric fever not typhoid diagnostics","no","no"
"27825318","maybe","L3","Cameroon febrile children typhoid RDT prevalence reported","no","no"
"35371489","exclude","none","MIS-C case report possible typhoid no denominator","no","no"
"1852133","exclude","none","Visceral leishmaniasis outbreak enteric fever only differential","no","no"
"12060955","maybe","L3","Paratyphi B aquarium outbreak abstract missing on-topic","no","no"
"7636290","exclude","none","Case report dual paratyphi strains no denominator","no","no"
"10475177","exclude","none","Comment on typhoid vaccine strategies no data","no","no"
"28231666","include","L3","Yunnan paratyphoid outbreak 600 cases case-control isolation","no","no"
"33209556","maybe","L1","Blood culture profile Salmonella typhi positivity proportion reported","no","no"
"6784242","exclude","none","Laboratory characterization paratyphi isolate not positivity","no","no"
"40245013","exclude","none","Kampala typhoid rainfall correlation no case-definition culture","no","no"
"29625787","exclude","none","ICU tropical disease syndromic review no positivity","no","no"
"37217879","exclude","none","China typhoid socioeconomic spatial determinants incidence only","no","no"
"38465663","exclude","none","Hepatitis predictors tropical infection not typhoid case-definition","no","no"
"41817909","exclude","none","Saudi foodborne enteric fever incidence trends only","no","no"
"24783459","exclude","none","Murine typhus traveler case report Japanese language","no","yes"
"17106547","exclude","none","Dengue suspected cases Widal negative not typhoid positivity","no","no"
"16884404","exclude","none","Quebec traveler typhoid surveillance counts no positivity","no","no"
"16560463","exclude","none","Paratyphi antigenic variation lab study no diagnostics","no","no"
"29173593","exclude","none","Fowl typhoid poultry Salmonella Gallinarum not human","no","no"
"23763775","exclude","none","GeoSentinel travel illness enteric fever proportionate morbidity only","no","no"
"9165265","exclude","none","Immunoglobulin allotype typhoid genetics not diagnostic accuracy","no","no"
"697210","exclude","none","Spanish pediatric Salmonella clinical epidemiology no case-definition PPV","no","no"
"8714142","maybe","L3","Paratyphi A food poisoning outbreak stool isolation proportion","no","no"
"7896336","include","L2","Single Widal test sensitivity specificity versus culture typhoid","no","no"
"22518935","exclude","none","Plant extract antibacterial screen typhi test organism","no","no"
"25835103","exclude","none","Leptospirosis traveler case report not typhoid","no","no"
"25667056","include","L3","Kathmandu febrile illness enteric fever blood-culture confirmed proportion","no","no"
"40092020","exclude","none","MDR typhoid case report no denominator","no","no"
"29646018","maybe","L3","Enteric fever outbreak notes abstract missing on-topic","no","no"
"9716989","exclude","none","Paratyphi molecular analysis outbreak letter no positivity","no","no"
"14120526","exclude","none","Guinea pig marrow TAB vaccine animal study","no","no"
"19021941","maybe","L3","Indian children FUO enteric fever commonest blood-culture bone-marrow","no","no"
"28720886","exclude","none","Zhejiang typhoid paratyphoid spatiotemporal incidence only","no","no"
"20777429","maybe","L3","Malton enteric fever outbreak abstract missing on-topic","no","no"
"10457801","exclude","none","Intra-abdominal sepsis prognosis typhoid perforation not positivity","no","no"
"24201038","exclude","none","Greece hepatitis enteric fever travel surveillance counts","no","no"
"26933015","exclude","none","Ghana invasive Salmonella incidence rates no positivity denominator","no","no"
"31522489","maybe","L1","Bone marrow examination yield infections including enteric fever","no","no"
"3484560","maybe","L1","South African blood culture isolates typhi frequency reported","no","no"
"32201138","exclude","none","TCV adverse events vaccine safety no diagnostic positivity","no","no"
"14083073","exclude","none","Russian language paratyphi C food poisoning outbreak","no","yes"
"14392955","exclude","none","paratyphi survival in sewers environmental not diagnostic","no","no"
"34215476","exclude","none","scrub typhus PCR diagnosis not typhoid enteric fever","no","no"
"41753584","exclude","none","LAMP detection in raw milk not human case","no","no"
"42134721","exclude","none","foodborne surveillance trends no case definition positivity","no","no"
"34448747","exclude","none","childhood pneumonia etiology incidental typhi blood culture","no","no"
"13489081","exclude","none","paratyphi endotoxin protection experimental not diagnostic study","no","no"
"22606488","exclude","none","single endophthalmitis bacteremia case report no denominator","no","no"
"6175167","exclude","none","in vitro lymphocyte stimulation immunology not diagnostic","no","no"
"16099488","include","L3","617 suspected 90 culture-confirmed typhoid cases Vietnam","no","no"
"17160808","exclude","none","Turkish language kala-azar false-positive Widal case report","no","yes"
"30436170","maybe","L3","enteric fever outbreak Possilpark abstract missing","no","no"
"18239247","exclude","none","spinal haematoma paratyphi case report no denominator","no","no"
"35702449","exclude","none","cirrhosis paratyphi UTI single case report","no","no"
"30293540","exclude","none","paratyphi B tartrate gastroenteritis outbreak no case definition","no","no"
"32964216","exclude","none","WASH composite predictor Se Sp not clinical definition","no","no"
"2117010","maybe","L2","brucella agglutination cross-reactivity enteric fever abstract missing","no","no"
"5041987","exclude","none","Italian language measles paratyphi B gastroenteritis","no","yes"
"3615066","exclude","none","bone marrow hematology typhoid not culture diagnosis","no","no"
"8758287","exclude","none","salmonella serotype surveillance Hong Kong not case definition","no","no"
"41458397","exclude","none","typhoidal tularemia case report not typhoid","no","no"
"30236166","include","L3","typhoid outbreak 25 confirmed 13 probable cases","no","no"
"29645437","maybe","L3","remarkable enteric fever outbreak account abstract missing","no","no"
"39299530","exclude","none","paratyphi A vaccine candidate construction animal immunization","no","no"
"11233914","exclude","none","non-typhoid salmonella leishmaniasis transplant case report","no","no"
"31009473","maybe","L3","Kasese typhoid outbreak incidence surveillance case-control","no","no"
"21277605","exclude","none","environmental water salmonella isolates not human case","no","no"
"8285627","exclude","none","cytokine outcome typhoid treatment not diagnostic yield","no","no"
"18179762","maybe","L3","paratyphi B Java multinational outbreak abstract missing","no","no"
"11523182","maybe","L3","paratyphi B Java sprouts outbreak abstract missing","no","no"
"10403339","maybe","L3","Philippines blood culture surveillance typhi frequent isolate","no","no"
"26933026","exclude","none","multiplex PCR serotyping validation not case definition","no","no"
"9646004","exclude","none","dengue serology evaluation typhoid only cross-reaction","no","no"
"16398754","exclude","none","kala-azar serology evaluation not typhoid diagnostic","no","no"
"30778340","exclude","none","outer membrane vesicle biogenesis genetics not diagnostic","no","no"
"40124874","exclude","none","typhoid vaccine policy position paper not diagnostic","no","no"
"21612766","exclude","none","TLR4 polymorphism typhoid susceptibility genetics not diagnostic","no","no"
"13541265","maybe","L3","paratyphi B phage type food-poisoning outbreak abstract missing","no","no"
"32000262","exclude","none","ESBL paratyphi A traveller resistance case report","no","no"
"40855908","exclude","none","Zyvac TCV immunogenicity safety no positivity","no","no"
"20759623","maybe","L3","enteric fever London fried-fish outbreak abstract missing","no","no"
"6072105","maybe","L3","milk-borne paratyphi B food poisoning outbreak abstract missing","no","no"
"26816892","maybe","L3","enteric fever 16.5% of acute febrile illness","no","no"
"41908250","exclude","none","typhoid economic burden modelling not diagnostic positivity","no","no"
"26933023","exclude","none","healthcare utilization survey not case definition culture","no","no"
"29405137","maybe","L3","enteric fever 4% febrile illness blood culture","no","no"
"13831688","exclude","none","paratyphi carrier phage-type detection not case definition","no","no"
"13970778","exclude","none","fermentation biochemical technique not typhoid case definition","no","no"
"24393646","exclude","none","rat bone marrow cytokine animal model study","no","no"
"8488354","exclude","none","non-English German; general diarrhoea review","no","yes"
"29444257","exclude","none","vaccine cost-effectiveness modeling; no positivity or accuracy","no","no"
"5626650","maybe","L3","enteric fever outbreak report; no abstract","no","no"
"2136501","exclude","none","amoebiasis serology; typhoid only controls","no","no"
"35385827","exclude","none","WASH plus vaccine efficacy trial; no positivity","no","no"
"38281965","exclude","none","typhoid vaccine effectiveness campaign; no culture positivity","no","no"
"18611691","exclude","none","childhood septicaemia AMR; typhoid not focus","no","no"
"20753623","maybe","L3","enteric fever outbreak report; no abstract","no","no"
"28484494","exclude","none","AMR review of Typhi Paratyphi isolates","no","no"
"1004333","exclude","none","communicable disease overview; no diagnostic data","no","no"
"30825470","exclude","none","plasmid molecular analysis","no","no"
"35238360","exclude","none","antibiotic use for fever; no positivity","no","no"
"14367798","exclude","none","phage typing paratyphi B","no","no"
"41006342","exclude","none","mathematical co-infection model","no","no"
"30432790","maybe","L3","milk-borne enteric fever outbreak; no abstract","no","no"
"395406","exclude","none","Salmonella isolate collection; no positivity denominator","no","no"
"12170927","maybe","multiple","typhoid clinical profile; poor culture yield described","no","no"
"40091933","exclude","none","scrub typhus diagnostics; not typhoid","no","no"
"41409555","exclude","none","syndromic typhoid surveillance counts; no confirmation positivity","no","no"
"12099342","exclude","none","non-typhoid Salmonella treatment duration","no","no"
"33247586","exclude","none","travel surveillance network review","no","no"
"37591588","exclude","none","vaccine effect on antimicrobial prescribing","no","no"
"38524012","exclude","none","case report Salmonella Leptospira meningitis","no","no"
"2122749","exclude","none","murine typhus study; enteric fever incidental","no","no"
"14301056","exclude","none","phenol bacterial sensitivity; not typhoid","no","no"
"25059366","maybe","L3","typhoid control program; lab-confirmed proportion reported","no","no"
"42357718","exclude","none","Yersinia PCR assay; not typhoid","no","no"
"11949249","exclude","none","Russian language; typhoid epidemic features","no","yes"
"19983225","maybe","L3","enteric fever carrier-source outbreaks; no abstract","no","no"
"20751789","maybe","L3","enteric fever cluster outbreak; no abstract","no","no"
"9532310","exclude","none","in vitro plant antimicrobial activity","no","no"
"26933022","exclude","none","NTS stool carriage survey; Typhi absent","no","no"
"1494316","exclude","none","non-typhoid Salmonella in HIV patients","no","no"
"8341713","exclude","none","genomic mapping molecular study","no","no"
"8254310","exclude","none","molecular typing paratyphi B","no","no"
"6442082","exclude","none","Russian language; carrier microbiology","no","yes"
"13178554","exclude","none","chloramphenicol haematologic toxicity; not culture","no","no"
"39973907","exclude","none","azithromycin pharmacokinetics; treatment not diagnosis","no","no"
"7602159","exclude","none","schistosomal glomerulopathy; not typhoid diagnosis","no","no"
"23733290","exclude","none","spatial typhoid incidence analysis; no positivity","no","no"
"7883352","maybe","L2","enteric fever clinical profile; no abstract","no","no"
"3686631","include","L2","clinical prediction rule enteric fever; sensitivity specificity reported","no","no"
"18321366","exclude","none","non-typhoid Salmonella bacteraemia prognosis","no","no"
"31916887","exclude","none","trachoma prevalence survey; typhoid incidental","no","no"
"12996494","maybe","L3","paratyphoid outbreak bacteriologic studies; no abstract","no","no"
"15316263","exclude","none","in vitro zinc antimicrobial study","no","no"
"12447776","exclude","none","H. pylori typhoid risk-factor case-control","no","no"
"28053565","exclude","none","in vitro plant antibacterial activity","no","no"
"23620850","exclude","none","in vitro plant antibacterial activity","no","no"
"2351453","maybe","L2","modified Widal diagnosis enteric fever; no abstract","no","no"
"35240925","exclude","none","vaccine trial public engagement; no diagnostic data","no","no"
"23516653","exclude","none","spatiotemporal transmission determinants; no positivity","no","no"
"8926026","exclude","none","narrative review emerging pathogens India","no","no"
"20306638","exclude","none","leprosy serology; typhoid only controls","no","no"
"218670","exclude","none","small mecillinam treatment trial","no","no"
"25964152","exclude","none","neglected zoonoses review; typhoid comparator","no","no"
"20996981","exclude","none","penicillin sensitivity typhoid carrier; no abstract","no","no"
"32920577","exclude","none","influenza seroepidemiology pregnant women; typhoid incidental","no","no"
"39307701","exclude","none","MALDI-TOF Salmonella serotyping method","no","no"
"33256629","maybe","L3","febrile illness aetiology; blood cultures; Salmonella positivity","no","no"
"29771878","exclude","none","NTS Java reptile outbreak; not enteric","no","no"
"14187966","exclude","none","Russian language; bacteriophage microbiology","no","yes"
"42023303","maybe","L3","acute febrile illness aetiology; enteric fever proportion","no","no"
"32448167","exclude","none","rickettsia underdiagnosis; typhoid misdiagnosis noted","no","no"
"6270413","exclude","none","Japanese language; antibiotic therapy evaluation","no","yes"
"2456390","exclude","none","phage biotyping paratyphi B","no","no"
"23293441","maybe","L2","culture-positive typhoid clinical profile; symptom frequencies","no","no"
"11806210","exclude","none","Russian language; typhoid clinical features migrants","no","yes"
"2267203","exclude","none","typhoid hepatitis complication series","no","no"
"30433376","maybe","L3","enteric fever outbreak report; no abstract","no","no"
"25360596","maybe","L3","syndromic surveillance cultures; Salmonella positivity reported","no","no"
"19149976","exclude","none","dengue-malaria co-infection; typhoid excluded","no","no"
"24047016","maybe","L3","blood culture Salmonella yield febrile; ESBL focus","no","no"
"7221694","exclude","none","humoral immune response; immunology not diagnosis","no","no"
"1844096","maybe","L3","typhoid outbreak; AMR treatment focus","no","no"
"21050455","exclude","none","non-typhoid Salmonella in pneumonia children","no","no"
"808046","exclude","none","typhoid antibody class immunology","no","no"
"29001564","maybe","L3","typhoid outbreaks food-associated; no abstract","no","no"
"4916196","exclude","none","enteric fever treatment trial","no","no"
"41510036","maybe","L3","febrile illness aetiology; enteric fever positivity","no","no"
"25130019","exclude","none","epidemics overview Uganda; no diagnostic data","no","no"
"118212","exclude","none","paratyphi B antigen characterization","no","no"
"8294334","exclude","none","case report resistant enteric fever","no","no"
"25544967","exclude","none","case report immunodeficiency recurrent salmonellosis","no","no"
"15415885","maybe","L3","typhoid outbreak laboratory investigations; no abstract","no","no"
"8195608","exclude","none","cytokine study typhoid; pathophysiology","no","no"
"7000022","maybe","L2","ELISA versus Widal diagnosis; culture reference","no","no"
"8225631","exclude","none","case report NTS cerebral abscess","no","no"
"39055762","exclude","none","narrative salmonellosis review","no","no"
"28998640","maybe","L3","enteric fever military outbreak report; no abstract","no","no"
"25836408","exclude","none","molecular characterization poultry Salmonella","no","no"
"21535882","exclude","none","typhoid carriage biliary cancer association","no","no"
"38196058","exclude","none","socioeconomic determinants typhoid; no positivity","no","no"
"16295453","exclude","none","septicaemia AMR overview; typhoid incidental","no","no"
"36816989","exclude","none","macrophage ROS lab method; not human","no","no"
"7564993","exclude","none","non-typhoid Salmonella in HIV patients","no","no"
"11665388","exclude","none","quinolone treatment response; AMR","no","no"
"23698275","exclude","none","aptamer detection method development","no","no"
"21390756","exclude","none","molecular methods review Salmonella","no","no"
"42121141","maybe","L2","machine learning; suspected typhoid clinical classifier","no","no"
"1634483","exclude","none","treatment cost-effectiveness decision analysis","no","no"
"37617982","exclude","none","enteric fever management treatment; no abstract","no","no"
"14510266","exclude","none","appendicitis sonography; not typhoid diagnosis","no","no"
"14232049","exclude","none","Russian language; carrier detection review","no","yes"
"8181432","exclude","none","abdominal abscess imaging; typhoid incidental","no","no"
"982051","exclude","none","wastewater irrigation disease risk; WASH","no","no"
"20997193","exclude","none","bacteriophage treatment; no abstract","no","no"
"24331213","exclude","none","historical medical history typhoid","no","no"
"41248470","exclude","none","bloodstream infection AMR surveillance; typhoid incidental","no","no"
"38927185","exclude","none","XDR paratyphi B AMR genomics","no","no"
"21771690","exclude","none","case series unusual Salmonella sites","no","no"
"33973861","exclude","none","XDR typhoid risk-factor case-control","no","no"
"17164172","exclude","none","paratyphi A incidence AMR trend; no positivity","no","no"
"25624745","exclude","none","case report paratyphoid GI bleeding","no","no"
"22260051","exclude","none","in vitro enzyme antibacterial cytotoxicity","no","no"
"24858647","exclude","none","Leptospira detection assay; typhi control only","no","no"
"33490338","exclude","none","malaria-typhoid co-infection treatment pharmacokinetics","no","no"
"7732203","exclude","none","non-typhoid Salmonella time-series methods","no","no"
"33502453","exclude","none","typhoid vaccine safety surveillance","no","no"
"20277183","exclude","none","bacteriophage control; no abstract","no","no"
"40902242","exclude","none","environmental surveillance perspectives; no diagnostic data","no","no"
"8773003","exclude","none","typhoid frequency cost vaccine mix; no accuracy","no","no"
"13889321","maybe","L3","typhoid outbreak common carrier; no abstract","no","no"
"13863375","exclude","none","Russian language; carrier detection methods","no","yes"
"37230579","exclude","none","microbe detection device development; analytical","no","no"
