pmid,decision,layer,reason,citation_chase,language_exclude
6485058,exclude,none,leptospirosis immune response study; not typhoid,no,no
17214195,maybe,L2,clinical signs and Widal sensitivity in confirmed enteric fever,no,no
1431177,exclude,none,case report; paratyphi A meningitis,no,no
19287065,include,L3,11240 suspected enteric fever; 305 culture-confirmed,no,no
28303820,exclude,none,Salmonella AMR characterization of isolates; no positivity,no,no
21223462,exclude,none,cost-of-illness economic study only,no,no
42329350,exclude,none,culture-confirmed paratyphi A; clinical and AMR profile,no,no
21232772,exclude,none,case report; Bickerstaff encephalitis paratyphi A,no,no
26556415,include,L3,200 febrile patients; typhoid blood culture and Widal positivity,no,no
40126322,exclude,none,imported typhoid case series; special population,no,no
18715736,exclude,none,serological rapid test TUBEX accuracy; not case definition or culture,no,no
35491421,include,L2,Four-country study; enteric fever clinical predictors and RDT accuracy,no,no
33258933,exclude,none,Healthcare utilization survey methodology; no diagnostic or positivity data,no,no
23226492,include,L3,Typhoid outbreak; clinical case definition with culture/serology confirmation,no,no
21301658,exclude,none,Narrative review; traveller prevention; no diagnostic or positivity content,no,no
33062482,maybe,L2,Eosinopenia predicting culture/serology-proven typhoid; diagnostic feature case-control,no,no
24479019,exclude,none,Culture-proven paratyphoid clinical profile and antibiotic sensitivity only,no,no
32085751,exclude,none,Serious bacterial infection risk factors; no typhoid-specific positivity,no,no
26600755,exclude,none,Vaccine antigen purification; no diagnostic or positivity content,no,no
16380360,exclude,none,Treatment trial pefloxacin; no diagnostic accuracy denominators,no,no
33316609,exclude,none,Single case report septic arthritis; no denominator,no,no
16455118,include,L3,Community-based burden study; blood culture-confirmed typhoid cases,no,no
17442354,exclude,none,Brucellosis febrile illness study; not typhoid-focused,no,no
35025610,exclude,none,Food-sample molecular assay; not human diagnosis,no,no
10475185,include,L3,Community surveillance under-5; culture-positive typhoid incidence,no,no
7325630,exclude,none,Carrier bacteriuria treatment trial; special population; no diagnostics,no,no
30608489,exclude,none,Single case report; HLH rhabdomyolysis; no denominator,no,no
26798572,exclude,none,Rapid IgM cross-reactivity study; not culture or case-definition layer,no,no
29018810,exclude,none,Antimicrobial susceptibility MIC study; no diagnostic accuracy content,no,no
31888513,exclude,none,Cohort drop-out reasons; no diagnostic or positivity data,no,no
22034162,exclude,none,Non-typhoidal Salmonella ELISA review; not typhoid,no,no
42313333,maybe,L3,Enteric fever outbreak; culture-proven cases; ceftriaxone resistance,no,no
15609784,exclude,none,Cost-benefit immunization analysis; economic-only,no,no
37689305,exclude,none,Letter; HCV false positive single patient; no denominator,no,no
3604512,exclude,none,Russian-language article; not allowed language,no,yes
17906841,exclude,none,Single case report transverse myelitis; no denominator,no,no
11368111,include,L3,Laboratory-based study; S. typhi blood culture isolation rates,no,no
18843659,exclude,none,Systematic review meta-analysis of fluoroquinolone treatment; chase citations,yes,no
40612528,exclude,none,Azithromycin susceptibility testing methods; AMR-only,no,no
34131486,exclude,none,Outbreak case-definition catalogue review; chase citations,yes,no
20254274,maybe,L1,Spanish; blood culture in typhoid; no abstract; plausibly culture yield,no,no
6630465,exclude,none,Urinary Vi antigen test accuracy; not culture or case-definition layer,no,no
17477815,exclude,none,Host gene polymorphism susceptibility study; no diagnostic content,no,no
6470105,exclude,none,Fecal culture medium development; poor for S. typhi,no,no
24904229,exclude,none,Narrative review paratyphoid; not systematic; no primary positivity,no,no
10807074,include,L2,Clinical/lab features differentiating typhoid from hepatic failure; culture reference,no,no
15298225,exclude,none,Global burden synthesis of population-based culture-confirmed studies; chase citations,yes,no
22589684,exclude,none,In vitro plant extract antimicrobial; not diagnostic,no,no
26082464,exclude,none,human challenge model protocol; healthy volunteers,no,no
36371020,exclude,none,SERS serum spectroscopy diagnostic; not culture or clinical definition,no,no
36458097,exclude,none,proteomic biomarker discovery; no culture or definition accuracy,no,no
