"pmid","decision","layer","reason","citation_chase","language_exclude"
"12138664","exclude","none","nalidixic acid resistance screening; AMR method","no","no"
"23860057","exclude","none","typhoid cholecystitis case series; six children","no","no"
"38394140","include","L3","S. Typhi isolation among suspected outpatients; positivity","no","no"
"22051544","exclude","none","ELISA membrane biosensor; lab water detection","no","no"
"20951970","exclude","none","humanized mouse model; not human diagnostic","no","no"
"17686194","exclude","none","review of population-based typhoid incidence studies","yes","no"
"29205191","maybe","L3","community typhoid outbreak investigation; ERIC-PCR","no","no"
"12151231","exclude","none","cryptic plasmid characterization; molecular","no","no"
"1437292","exclude","none","trimethoprim resistance case report; AMR","no","no"
"31647328","exclude","none","national surveillance case counts AMR food; no positivity","no","no"
"39482629","include","L3","S. Typhi prevalence among suspected; culture positivity","no","no"
"4648541","maybe","L1","stool culture media comparison; isolation yield","no","no"
"17642160","exclude","none","Widal baseline titres healthy population; serology","no","no"
"32084237","exclude","none","typhoid toxin glycan receptor; molecular","no","no"
"29216342","exclude","none","phenotypic vs WGS AMR concordance; genomics","no","no"
"8362285","maybe","L1","typhoid perforation bacteriology; blood culture yield 4 percent","no","no"
"30261843","exclude","none","systematic review meta-analysis incubation period outbreaks","yes","no"
"9199477","exclude","none","heat shock proteins immunoblot; molecular","no","no"
"8433774","exclude","none","Dutch language; hospital typhoid series","no","yes"
"42149110","exclude","none","genomic analysis TCV trial isolates; genomics","no","no"
"8108845","exclude","none","antibody-secreting-cell detection method development","no","no"
"3417354","exclude","none","typhoid vaccine immunological responses","no","no"
"1564441","exclude","none","Vi antigen viaB locus; molecular","no","no"
"23994374","exclude","none","Vi polysaccharide purification; vaccine production","no","no"
"16757591","exclude","none","genetic markers serovar detection; molecular","no","no"
"21245916","exclude","none","Typhi haplotype molecular epidemiology; AMR","no","no"
"18306708","exclude","none","Russian language; case report spleen rupture","no","yes"
"2292545","exclude","none","ciprofloxacin treatment review; no diagnostic","no","no"
"39910784","exclude","none","CRISPR colorimetric biosensor; lab development","no","no"
"38158479","exclude","none","bacteriophage-antibiotic synergism; phage therapy","no","no"
"27297635","exclude","none","case report imported typhoid; single patient","no","no"
"28675263","exclude","none","Vi vaccine plasmablast response; immunology","no","no"
"8194147","exclude","none","case report endocarditis; single patient","no","no"
"28282600","exclude","none","Vi vaccine free polysaccharide assay; QC","no","no"
"10826909","exclude","none","prognostic model complications in confirmed typhoid","no","no"
"39263222","exclude","none","monocyte subsets challenge model; immunology","no","no"
"6394032","exclude","none","Ty21a oral vaccine immune response","no","no"
"12163256","exclude","none","Vi vaccine antibody response healthy; immunogenicity","no","no"
"17615907","include","L3","Typhi from blood cultures of suspected; positivity","no","no"
"2491431","exclude","none","IgG anti-LPS subclass ELISA; serology method","no","no"
"40047496","exclude","none","TCV durability review; vaccine","no","no"
"10819949","exclude","none","AMR surveillance of confirmed Typhi; no positivity","no","no"
"35344544","exclude","none","whole genome surveillance PNG; genomics AMR","no","no"
"28993610","exclude","none","typhoid toxin host adaptation; molecular","no","no"
"40996203","include","L3","Typhi from blood of suspected; positivity 6.2 percent","no","no"
"37714901","exclude","none","mathematical model stability analysis; no diagnostic","no","no"
"29350150","exclude","none","Vi seroprevalence environmental risk; not diagnostic","no","no"
"25763045","exclude","none","LAMP detection method; lab evaluation vs culture","no","no"
"12134260","maybe","L3","typhoid outbreak frozen fruit; case-control investigation","no","no"
"8210205","exclude","none","vaccine development review enterobacteria","no","no"
"20668668","exclude","none","candidate typhoid vaccine trial; immunogenicity safety","no","no"
"17761477","exclude","none","serodiagnostic immunoassay development; serology","no","no"
"22705173","exclude","none","Vi conjugate vaccine mice; immunogenicity","no","no"
"32065303","exclude","none","BCG effect on typhoid vaccine immunity; trial","no","no"
"35057920","exclude","none","electrochemical DNA biosensor; lab development","no","no"
"25998436","exclude","none","O-polysaccharide conjugate vaccine; immunogenicity","no","no"
"22689247","exclude","none","outbreak strain genome sequence; genomics","no","no"
"1801356","exclude","none","AMR Salmonella bacteraemia Qatar; confirmed cases","no","no"
"7862625","exclude","none","genome rearrangements molecular study","no","no"
"17028362","exclude","none","case report spinal osteomyelitis","no","no"
"23811447","exclude","none","mango leaf extract antibacterial; in vitro","no","no"
"12563403","exclude","none","Portuguese language; case report spondylodiscitis","no","yes"
"15995948","exclude","none","oral typhoid vaccine trial; immunogenicity","no","no"
"267669","exclude","none","serotype phage type AMR surveillance; confirmed cases","no","no"
"32736039","include","L3","blood culture positivity among OPD patients; AMR study","no","no"
"32355184","exclude","none","QRDR mutation characterization; AMR molecular","no","no"
"40326553","exclude","none","Cochrane systematic review typhoid conjugate vaccines","yes","no"
"18413005","maybe","L1","multiplex PCR vs blood culture; culture yield","no","no"
"1976928","exclude","none","Ty21a vaccine field trial efficacy","no","no"
"35750070","exclude","none","genomic epidemiology AMR spread; genomics","no","no"
"32804950","exclude","none","natural protection against recurrent typhoid; immunity","no","no"
"238046","exclude","none","treatment trial co-trimoxazole chloramphenicol; confirmed","no","no"
"24240035","exclude","none","AMR of blood culture isolates; no denominator","no","no"
"20701852","exclude","none","risk-factor case-control typhoid children; WASH","no","no"
"18376589","exclude","none","culture media recovery from fruit; food microbiology","no","no"
"4558307","exclude","none","chloramphenicol resistance R factor; AMR historical","no","no"
"35038438","exclude","none","enteric fever clinical guideline; no primary data","no","no"
"7790452","maybe","L1","blood culture technique comparison; spiked samples recovery","no","no"
"30170987","exclude","none","TCV antimicrobial resistance review; commentary","no","no"
"8488716","exclude","none","typhoid vaccine immune response recruits","no","no"
"3286783","exclude","none","norfloxacin chronic carrier treatment; carriers","no","no"
"36635427","include","L3","stool antigen vs culture among suspected; positivity 15.3","no","no"
"32996447","exclude","none","systematic review AMR Salmonella Typhi worldwide","yes","no"
"6991704","exclude","none","antiserum-agar faecal detection method; carriers","no","no"
"10710075","exclude","none","carrier state gallbladder carcinoma risk; special population","no","no"
"10348867","exclude","none","genomic rearrangements ribotypes; molecular","no","no"
"1524153","exclude","none","plasmid epidemiology isolates; molecular no positivity","no","no"
"1716810","exclude","none","hybrid vaccine immunological masking; vaccine","no","no"
"26563565","exclude","none","crystal structure diagnostic antigen; structural biology","no","no"
"10808567","exclude","none","Russian language; vaccine antigen production","no","yes"
"10910556","exclude","none","clinical features typhoid children series; descriptive","no","no"
"789764","exclude","none","Vi antibody tests carrier screening; serology carriers","no","no"
"39173740","exclude","none","azithromycin-resistant Typhi two cases; AMR surveillance","no","no"
"24282626","include","multiple","clinically diagnosed enteric fever; 218 of 627 culture-confirmed","no","no"
"4418838","exclude","none","plasmid chloramphenicol resistance surveillance; AMR","no","no"
"30849581","exclude","none","WGS vs PFGE typing clusters; molecular","no","no"
"3878744","exclude","none","cellular immunity oral vaccine; immunology","no","no"
"25961941","exclude","none","H58 phylogeography WGS; genomics","no","no"
"22014730","exclude","none","asymptomatic carrier screening bile; AMR carriers","no","no"
"29432938","exclude","none","AMR molecular characterization isolates Angola; no positivity","no","no"
"41691819","exclude","none","target product profile diagnostic; Delphi opinion","no","no"
"6655039","maybe","L3","typhoid outbreak investigation; carrier identification Vi ELISA","no","no"
"1960396","maybe","L3","suspected enteric fever Widal; culture positivity 8 of 244","no","no"
"3788347","exclude","none","vaccination route comparison epidemic; vaccine efficacy","no","no"
"9861362","exclude","none","community-acquired septicaemia etiology; Typhi proportion AMR","no","no"
"9142811","maybe","L1","typhoid children case series; bacteremia 66 percent","no","no"
"15802761","exclude","none","antimicrobial sensitivity index MDR; AMR analysis","no","no"
"39109942","exclude","none","manuka honey antibacterial in vitro; AMR","no","no"
"25268134","exclude","none","dengue outbreak; typhoid only co-infection mention","no","no"
"38097589","exclude","none","typhoid fever primer review; narrative","no","no"
"10432053","exclude","none","sex differences clinical features; confirmed cases","no","no"
"3534753","exclude","none","antibiotic susceptibility strains Algeria; AMR surveillance","no","no"
"5026724","maybe","L3","typhoid epidemic ocean liner; suspected cases outbreak","no","no"
"8816795","exclude","none","chromosomal organization I-CeuI; molecular","no","no"
"34529660","exclude","none","genomic characterization isolates Colombia; genomics","no","no"
"3566232","exclude","none","Russian language; disinfectant resistance study","no","yes"
"7025739","exclude","none","Salmonella incidence phage types Singapore; confirmed cases","no","no"
"592731","exclude","none","guinea pig carrier model; animal","no","no"
"20640784","exclude","none","ompR gene expression; molecular carrier isolates","no","no"
"10773089","exclude","none","R27 IncHI plasmid sequence; molecular","no","no"
"1890950","exclude","none","Ty21a vaccine immune response comparison","no","no"
"31513580","exclude","none","genomic surveillance returning travellers; genomics AMR","no","no"
"9442485","exclude","none","R plasmid ribotype outbreak strains; molecular","no","no"
"24390840","exclude","none","proteomic comparison serovars; molecular","no","no"
"3493975","exclude","none","attenuated strain laboratory teaching; molecular","no","no"
"38551999","exclude","none","computational model wastewater surveillance; environmental","no","no"
"17444068","exclude","none","case report malaria salmonella co-infection","no","no"
"7573719","exclude","none","ciprofloxacin treatment duration enteric fever; trial","no","no"
"1420077","exclude","none","case report cholecystitis child","no","no"
"332627","exclude","none","vaccine challenge mouse model; animal","no","no"
"15206054","maybe","L1","typhoid perforation; Typhi isolated 11 of 27 suspected","no","no"
"16103611","include","L3","AFI surveillance Egypt; 5 percent Typhi culture-positive","no","no"
"38287761","exclude","none","confirmed case surveillance AMR Iraq; no positivity","no","no"
"40553603","exclude","none","case report septic arthritis","no","no"
"19104896","exclude","none","case report sigmoid perforation","no","no"
"39328410","exclude","none","T follicular helper cells challenge; immunology","no","no"
"13725751","exclude","none","experimental typhoid chimpanzees; animal model","no","no"
"32339811","exclude","none","environmental surveillance simulation model; sampling","no","no"
"2152699","exclude","none","anti-Vi carrier screening food handlers; carriers","no","no"
"3511159","exclude","none","cefoperazone treatment trial children; confirmed","no","no"
"17333772","include","L3","178 of 1458 blood cultures grew Typhi; positivity","no","no"
"13622115","exclude","none","German language; case report myocardial","no","yes"
"25964222","exclude","none","antibiotic susceptibility trends isolates; no denominator","no","no"
"24327559","exclude","none","fitness cost FQ resistance; in vitro microbiology","no","no"
"19741293","exclude","none","gallbladder carcinoma typhoid carriage; cancer carriers","no","no"
"7138639","include","L1","blood culture and bone marrow culture in children; paired","no","no"
"30804000","exclude","none","trehalose phospholipids lipidomics; molecular","no","no"
"28268075","exclude","none","military typhoid vaccination reactogenicity; safety","no","no"
"10075419","exclude","none","pqaB gene intracellular growth; molecular","no","no"
"1398937","exclude","none","Salmonella vaccine vector pertussis; animal","no","no"
"8068220","exclude","none","bone marrow pathology findings; confirmed cases histology","no","no"
"26449948","include","L3","childhood bacteremia surveillance Nigeria; Salmonella positivity","no","no"
"26409747","exclude","none","case report typhoid dengue co-infection","no","no"
"896409","include","L1","blood culture 79 percent stool 23 percent yield","no","no"
"17065261","maybe","L3","serologic kit evaluation; 75 of 177 febrile culture-positive","no","no"
"7110398","exclude","none","Dutch language; bone marrow culture diagnosis","no","yes"
"17217002","exclude","none","chloramphenicol failure; confirmed cases AMR","no","no"
"614383","include","L1","blood and bone marrow cultures in typhoid; paired","no","no"
"19850607","exclude","none","single Widal test diagnostic utility; serology","no","no"
"37801221","exclude","none","nanocomposite antibacterial; bone marrow transplant patients","no","no"
"16145105","exclude","none","O polysaccharide conjugate serodiagnostic reagent; serology","no","no"
"24603860","include","L3","typhoid outbreak Uganda; suspected definition culture positivity","no","no"
"26324725","exclude","none","case report hemophagocytic lymphohistiocytosis","no","no"
"29230887","exclude","none","scFv design TolC; computational molecular","no","no"
"26867180","exclude","none","Rab32 host defense pathway; molecular","no","no"
"20578552","exclude","none","carrier detection Vi serology vs PCR; carriers","no","no"
"15728987","exclude","none","case report septic arthritis hip","no","no"
"25098316","include","multiple","typhoidal Salmonella in stool; positivity and clinical correlates","no","no"
"9009296","exclude","none","attenuated vaccine strains safety immunogenicity","no","no"
"38313175","exclude","none","blood viscosity in typhoid; pathophysiology","no","no"
"33139287","exclude","none","YcbB transpeptidase structure; molecular drug target","no","no"
"8574397","exclude","none","viaB locus Vi antigen synthesis; molecular","no","no"
"19535522","exclude","none","PCR diagnostic primer development; molecular","no","no"
"25375784","include","L3","typhoid outbreak Thailand; 368 bacteremia cases serology","no","no"
"40261919","exclude","none","environmental water biofilm detection; not human","no","no"
"4784587","exclude","none","Russian language; carrier skin test screening","no","yes"
"6307787","exclude","none","Ty21a vaccine formulations immunogenicity","no","no"
"41990105","exclude","none","systematic review meta-analysis AMR Typhi India","yes","no"
"32106221","exclude","none","genomic population structure AMR Dhaka; genomics","no","no"
"19762976","exclude","none","case report sacroiliitis","no","no"
"28681830","exclude","none","case report septic abortion vaginal isolation","no","no"
"40208005","exclude","none","cephalosporin-resistant genomics India; AMR","no","no"
"16505555","exclude","none","antibiogram trends isolates; no denominator","no","no"
"32437343","exclude","none","XDR Typhi travelers surveillance; AMR","no","no"
"36184614","maybe","L3","RT-PCR and IgM prevalence among febrile; positivity","no","no"
"11968951","exclude","none","biotype phage type drug resistance; AMR typing","no","no"
"11867129","exclude","none","news item surveillance call; no data","no","no"
"36251704","exclude","none","transmission modes phylogenetics Samoa; genomic epidemiology","no","no"
"22991852","exclude","none","Japanese language; treatment case report","no","yes"
"5028453","exclude","none","Russian language; experimental carrier state","no","yes"
"20509470","exclude","none","antibiotic sensitivity trend; confirmed cases AMR","no","no"
"8406630","maybe","L2","single Widal test; clinically suggestive vs culture-confirmed","no","no"
"28588289","exclude","none","letter West Nile virus in suspected typhoid","no","no"
"4411388","maybe","L3","typhoid epidemic Mexico 1972; transmission surveillance","no","no"
"29141347","exclude","none","AMR molecular typing Jiangsu; no positivity","no","no"
"39511496","include","multiple","Typhidot vs culture in clinically diagnosed; blood stool yield","no","no"
"1007739","exclude","none","Russian language; Vi-antigen immune response","no","yes"
"34898620","exclude","none","age-stratified serosurvey Lao; seroepidemiology burden","no","no"
"28739115","exclude","none","recombinant protein vaccine immune response; mice","no","no"
"2286000","exclude","none","ceftriaxone treatment typhoid; treatment trial review","no","no"
"30098402","exclude","none","in silico epitope vaccine design; computational","no","no"
"17725620","exclude","none","attenuated vaccine mutants; mice immunization","no","no"
"2439536","exclude","none","immune response after natural typhoid; immunology","no","no"
"30047363","exclude","none","culture-confirmed incidence trends Thailand; epidemiology","no","no"
"11231181","exclude","none","MDR strains PFGE molecular typing; no diagnostic or positivity data","no","no"
"32900928","exclude","none","Vi conjugate vaccine immunogenicity in mice; no positivity","no","no"
"15138079","exclude","none","AMR emergence plasmid genomics; no diagnostic content","no","no"
"26933020","include","L3","SSA febrile surveillance; 8161 blood cultures; Typhi positivity 1.2%","no","no"
"23241373","exclude","none","carrier strain variants molecular subtyping; no diagnostic data","no","no"
"16490150","exclude","none","AMR of blood isolates; no positivity denominator","no","no"
"30917795","include","multiple","febrile enteric fever prevalence; Widal vs culture; positivity","no","no"
"18548853","exclude","none","ELISA detection from food and water; not human","no","no"
"28367881","exclude","none","PFGE molecular epidemiology; AMR; treatment outcomes; no positivity denominator","no","no"
"11230418","maybe","L2","serology tests accuracy vs culture-confirmed typhoid; endemic area","no","no"
"28617661","exclude","none","molecular dynamics PagN epitope; vaccine design; pathogenesis","no","no"
"7561107","exclude","none","vaccine-induced cytotoxic T lymphocyte immunology; no positivity","no","no"
"25109861","exclude","none","immunofluorescence Vi assay; analytical detection limit; spiked samples","no","no"
"40163397","exclude","none","case report child G6PD typhoid; no denominator","no","no"
"1667493","exclude","none","MDR mechanism plasmid phage typing; no diagnostic data","no","no"
"8438612","exclude","none","parenteral vaccine intestinal immune response; no positivity","no","no"
"24512443","exclude","none","risk factors for severe typhoid; confirmed cases only","no","no"
"27533046","exclude","none","vaccine efficacy challenge trial; not surveillance positivity","no","no"
"35579463","exclude","none","host-targeted compound drug discovery; mouse model","no","no"
"28484685","exclude","none","recombinant Paratyphi vaccine immunoprotection; mice","no","no"
"19609351","exclude","none","RNA-seq transcriptome analysis; molecular genomics","no","no"
"3896258","exclude","none","ELISA performance characteristics; cross-reactivity; no clinical accuracy","no","no"
"26905550","maybe","L3","hospital blood cultures; Typhi 22% of isolates; positivity","no","no"
"9812477","exclude","none","Vi vaccine efficacy trial; no diagnostic accuracy","no","no"
"19121604","exclude","none","Ty21a vaccine strain genetic stability; molecular","no","no"
"25872480","exclude","none","Ty21a vaccine T-cell immunology; no positivity","no","no"
"24939681","exclude","none","TaqMan PCR assay development; analytical; isolates","no","no"
"18927411","exclude","none","TUBEX test modification; methodological; no clinical accuracy","no","no"
"9670617","maybe","L2","anti-LPS anti-flagellin ELISA diagnostic accuracy; sensitivity specificity","no","no"
"40422861","exclude","none","XDR Typhi genomic AMR characterization; no positivity","no","no"
"19079203","exclude","none","oral vaccine memory T cells; immunology","no","no"
"3793865","maybe","L2","passive hemagglutination serodiagnosis; sensitivity vs hemoculture-positive enteric fever","no","no"
"9813988","exclude","none","lomefloxacin treatment trial; no diagnostic positivity counts","no","no"
"24169398","exclude","none","case report Salmonella cholecystitis; no denominator","no","no"
"21086555","exclude","none","editorial bacteria and gallbladder carcinogenesis; not diagnostic","no","no"
"35467366","exclude","none","truncation mutations comparative genomics; molecular evolution","no","no"
"33838068","exclude","none","AMR genotype-phenotype of isolates; no positivity denominator","no","no"
"10323464","exclude","none","case report lupus antiphospholipid after typhoid","no","no"
"32863358","exclude","none","case report splenic abscess Typhi","no","no"
"14331188","exclude","none","mouse radiation chimera immunology; not human diagnosis","no","no"
"23122884","exclude","none","Cambodian enteric fever AMR H58; confirmed cases no denominator","no","no"
"12201022","exclude","none","medicinal plant antibacterial activity in vitro; not diagnostic","no","no"
"15752457","maybe","L3","fever surveillance; bacteremic typhoid incidence; urban slum children","no","no"
"12018467","exclude","none","Salmonella meningitis case series and review; no positivity","no","no"
"31612939","exclude","none","historical AMR biosocial perspective; not diagnostic","no","no"
"7802340","exclude","none","single isolate resistance plasmid characterization; molecular","no","no"
"38484341","exclude","none","XDR source tracking in food vegetables; environmental molecular","no","no"
"3039297","exclude","none","aroA mutant vaccine strain; mice; molecular","no","no"
"36978276","exclude","none","flagellin immunogenicity in mice; no clinical diagnosis","no","no"
"38728649","maybe","L3","typhoid test positivity trends COVID-19 Pakistan; surveillance","no","no"
"2662196","exclude","none","invasion determinants cloning; molecular pathogenesis","no","no"
"36883489","exclude","none","gallbladder carrier AMR; special population; not typhoid diagnosis","no","no"
"20943463","exclude","none","Typhi gallbladder cancer association; special population cancer","no","no"
"41662425","exclude","none","gyrA gyrB gene analysis; molecular AMR","no","no"
"23975545","exclude","none","NTS-dominant bloodstream epidemic; molecular typing; minor Typhi","no","no"
"7591081","exclude","none","monoclonal Vi antibody characterization; immunology reference reagent","no","no"
"21276085","exclude","none","LAMP assay robustness evaluation; analytical detection","no","no"
"42118749","exclude","none","whole-genome sequencing typhoid isolates; genomics AMR","no","no"
"28856924","exclude","none","narrative review typhoid vaccines travellers guidelines","no","no"
"2935236","exclude","none","rabbit bone marrow allotype immunology; not human diagnosis","no","no"
"39011785","exclude","none","electrochemical DNA biosensor development; analytical proof-of-concept","no","no"
"30047368","exclude","none","narrative review typhoid control drivers Vietnam; WASH economic","no","no"
"18805452","exclude","none","Ty21a anthrax vaccine vector; mice","no","no"
"382951","exclude","none","acetone powder immunogenic complex vaccine; immunogenicity","no","no"
"16038753","exclude","none","case reports typhoid multiple organ involvement","no","no"
"7495365","include","L3","prospective febrile bacteraemia; 692 patients; Salmonella positivity 11%","no","no"
"40696437","exclude","none","gut microbiome and typhoid susceptibility; metagenomics","no","no"
"20938384","exclude","none","spondylodiscitis case series 11 patients; no denominator","no","no"
"11372377","exclude","none","malaria antigen expression in Typhi vector; mice","no","no"
"16189080","exclude","none","aptamers inhibiting pili invasion; molecular pathogenesis","no","no"
"12709347","maybe","L1","RCT enteric fever; paired blood bone-marrow cultures during treatment","no","no"
"41418607","exclude","none","bacterial ghost vaccine in rabbits; immunogenicity","no","no"
"3798441","exclude","none","Dutch language; case reports children","no","yes"
"18367574","exclude","none","PCR serovar identification among blood isolates; analytical typing","no","no"
"15131144","maybe","L2","rapid serologic RDT accuracy vs blood culture; typhoid","no","no"
"41935837","exclude","none","EUCAST rapid susceptibility breakpoint accuracy; AMR not typhoid","no","no"
"3003023","exclude","none","small Hsd plasmids restriction endonucleases; molecular","no","no"
"16687859","maybe","L3","children blood cultures; 61 enteric fever among 673; positivity","no","no"
"7425450","exclude","none","R plasmid characterization Algeria; molecular AMR","no","no"
"10405386","exclude","none","PFGE molecular typing acute relapse cases; not diagnostic accuracy","no","no"
"35613181","include","L3","prospective febrile bloodstream infection; 1315 patients; Typhi positivity","no","no"
"8555302","maybe","L3","waterborne typhoid outbreak Catalonia; 9 cases; investigation","no","no"
"19762961","exclude","none","nalidixic acid resistance of isolates; AMR","no","no"
"7834706","exclude","none","multilocus enzyme electrophoresis typing; molecular","no","no"
"37033932","exclude","none","Vi vaccine antibody isotype protection; mice","no","no"
"30500555","exclude","none","in silico epitope prediction MDR proteins; vaccine design","no","no"
"27221661","exclude","none","fluoroquinolone azithromycin susceptibility breakpoints; AMR methodology","no","no"
"3818953","exclude","none","attenuated vaccine strains safety immunogenicity; volunteers","no","no"
"36397608","exclude","none","traveller Paratyphi increase genomic; special population","no","no"
"12531654","exclude","none","aroC ssaV vaccine vector strains; mice","no","no"
"3882850","exclude","none","fecal IgA after Ty21a vaccination; immunology","no","no"
"8992970","exclude","none","lymphocyte homing after typhoid vaccination; immunology","no","no"
"377949","exclude","none","Vi antibody test for carrier screening; carriers","no","no"
"25116662","exclude","none","AMR review of 4323 isolates; no positivity denominator","no","no"
"12585971","maybe","L3","blood cultures 6956 PUO patients; Salmonella isolation rates; positivity","no","no"
"23916987","exclude","none","Typhi vaccine vector pneumococcal antigen trial; immunogenicity","no","no"
"20021691","include","L3","waterborne typhoid outbreak; 250 suspected; 22% stool positive","no","no"
"2462771","exclude","none","Russian language","no","yes"
"25098613","exclude","none","AMR virulence PFGE of blood isolates; no denominator","no","no"
"20450323","exclude","none","narrative review Vi vaccine population impact","no","no"
"15693457","exclude","none","case reports decreased ciprofloxacin susceptibility; AMR","no","no"
"36534486","exclude","none","carbapenem resistance genes detection; molecular AMR","no","no"
"18274566","maybe","L3","bacteraemia study; 532 cultures; Typhi 78; positivity","no","no"
"403709","exclude","none","German language; phage typing","no","yes"
"10519934","exclude","none","Typhi vector expressing H pylori urease; immunogenicity","no","no"
"12202606","maybe","L2","dipstick serologic IgM test evaluation; typhoid diagnosis Egypt","no","no"
"31304712","exclude","none","cefixime-ofloxacin treatment review; no diagnostic counts","no","no"
"24385413","exclude","none","systematic review meta-analysis typhoid vaccine efficacy","yes","no"
"2467391","exclude","none","Russian language","no","yes"
"2621666","include","L3","53251 suspected enteric fever; Typhi isolated 7%; positivity","no","no"
"25860480","exclude","none","calprotectin biomarker pathogenesis; human and mouse","no","no"
"26298582","exclude","none","in silico PhoP inhibitor screening; drug discovery","no","no"
"19745525","exclude","none","typhoid notification rate trends Italy; no positivity","no","no"
"14447237","exclude","none","Russian language; water detection","no","yes"
"804453","maybe","L2","ELISA vs Widal O-antibody; suspected typhoid patients","no","no"
"21482309","exclude","none","quantum dot detection in water; environmental analytical","no","no"
"26239100","exclude","none","attenuated Paratyphi vaccine candidate; mice","no","no"
"6754614","exclude","none","typhimurium hybrid challenge organisms for vaccine assay; mice","no","no"
"420535","maybe","L2","counterimmunoelectrophoresis serology vs Widal; typhoid patients and controls","no","no"
"3584377","maybe","L1","gas chromatographic detection enteric fever bacteria; abstract unavailable","no","no"
"21311155","maybe","L2","Widal agglutinins in other febrile illnesses; specificity concern","no","no"
"1307532","exclude","none","descriptive case series 30 enteric fever; no denominator","no","no"
"8572705","exclude","none","PFGE environmental and human isolates; molecular typing","no","no"
"14412333","exclude","none","Russian language","no","yes"
"30962351","exclude","none","biofilm gallbladder pathoadaptation; carriers; mouse","no","no"
"842185","exclude","none","German language; carriers","no","yes"
"2627498","exclude","none","Vi antigen release from cultures; analytical laboratory","no","no"
"33651854","exclude","none","RNA thermosensor virulence regulation; molecular pathogenesis","no","no"
"20941590","maybe","L2","porin peptide antibody diagnosis; culture-positive typhoid patients controls","no","no"
"17555437","exclude","none","transcriptional regulator intracellular expression; molecular pathogenesis","no","no"
"29377063","exclude","none","Vi antibody assay for immunodeficiency assessment; not typhoid diagnosis","no","no"
"11600178","exclude","none","genital tract antibodies after Ty21a vaccination; immunology","no","no"
"370344","exclude","none","thermosensitive plasmids citrate utilization; molecular","no","no"
"1221675","exclude","none","chloramphenicol-resistant strain immunochemical properties; mice","no","no"
"2273260","exclude","none","latex immunoassay endotoxin detection; analytical development","no","no"
"33218076","exclude","none","CRISPR-Cas diversity genomics; AMR typing","no","no"
"3080533","maybe","L1","duodenal string culture sensitivity for enteric fever; children","no","no"
