"Date","no_vacc","sc2_70","sc2_50","sc2_30"
2015-02-01,4.93947336467711,4.93947336467711,4.93947336467711,4.93947336467711
2015-02-02,5.47776524582368,5.47776524582368,5.47776524582368,5.47776524582368
2015-02-03,6.07470075749074,6.07470075749074,6.07470075749074,6.07470075749074
2015-02-04,6.73669195847449,6.73669195847449,6.73669195847449,6.73669195847449
2015-02-05,7.47084337535608,7.47084337535608,7.47084337535608,7.47084337535608
2015-02-06,8.28497219529176,8.28497219529176,8.28497219529176,8.28497219529176
2015-02-07,9.18778942199888,9.18778942199888,9.18778942199888,9.18778942199888
2015-02-08,10.1889907913102,10.1889907913102,10.1889907913102,10.1889907913102
2015-02-09,11.2992877700245,11.2992877700245,11.2992877700245,11.2992877700245
2015-02-10,12.5305534217242,12.5305534217242,12.5305534217242,12.5305534217242
2015-02-11,14.3726043815096,14.3726043815096,14.3726043815096,14.3726043815096
2015-02-12,16.4854038865727,16.4854038865727,16.4854038865727,16.4854038865727
2015-02-13,18.9087338277316,18.9087338277316,18.9087338277316,18.9087338277316
2015-02-14,21.6882148549452,21.6882148549452,21.6882148549452,21.6882148549452
2015-02-15,24.8761713284094,24.8761713284094,24.8761713284094,24.8761713284094
2015-02-16,28.5326058347958,28.5326058347958,28.5326058347958,28.5326058347958
2015-02-17,32.7263191884532,32.7263191884532,32.7263191884532,32.7263191884532
2015-02-18,37.5362080301074,37.5362080301074,37.5362080301074,37.5362080301074
2015-02-19,43.0527488029377,43.0527488029377,43.0527488029377,43.0527488029377
2015-02-20,49.3796684096331,49.3796684096331,49.3796684096331,49.3796684096331
2015-02-21,56.6358890340771,56.6358890340771,56.6358890340771,56.6358890340771
2015-02-22,64.9577661191622,64.9577661191622,64.9577661191622,64.9577661191622
2015-02-23,74.5016094198731,74.5016094198731,74.5016094198731,74.5016094198731
2015-02-24,85.4465689087266,85.4465689087266,85.4465689087266,85.4465689087266
2015-02-25,90.9521001056323,90.7842523642998,90.8321776815088,90.8801274124952
2015-02-26,96.8117311439867,96.0992814782703,96.3023005812242,96.5057505525336
2015-02-27,103.048145407308,101.350242604746,101.832484284993,102.317017809854
2015-02-28,109.685479760116,106.494171195451,107.396378091137,108.306229986452
2015-03-01,116.749390115144,111.487094002916,112.965927324445,114.464372879351
2015-03-02,124.267174352152,116.284663189466,118.511565000278,120.781111039432
2015-03-03,132.267845269895,120.842785490672,124.002475469553,127.244771433867
2015-03-04,140.782266814608,125.118303132063,129.406841072516,133.842355287304
2015-03-05,149.843239103993,129.06966755323,134.692162423407,140.559544980399
2015-03-06,159.485646671123,132.657609588942,139.825552051221,147.380736457969
2015-03-07,169.746559930555,135.845797827322,144.774092468051,154.28907021508
2015-03-08,180.66539341253,138.601438727143,149.505164744009,161.266486736427
2015-03-09,192.284028917459,140.895857943555,153.98682127777,168.293780974174
2015-03-10,204.646981114403,142.704976308778,158.188132542263,175.350682531817
2015-03-11,217.801548280705,144.009754054149,162.079550732707,182.415932198578
2015-03-12,231.797982334664,144.796503443083,165.633252805822,189.467386995069
2015-03-13,246.689673269889,145.057144474569,168.823473177246,196.48211702418
2015-03-14,262.533320916417,144.789332086157,171.62681855914,203.43653340542
2015-03-15,279.389158666644,143.996491258176,174.022549220464,210.306503613076
2015-03-16,297.321125112871,142.687752258657,175.992842518283,217.067497963581
2015-03-17,316.397127224741,140.877761048837,177.523006806934,223.694722941244
2015-03-18,294.383054122738,130.301385197553,164.473861144968,207.602896554739
2015-03-19,273.900013117818,120.518680629439,152.383506670276,192.668173584789
2015-03-20,254.842094587145,111.470456820042,141.181913509957,178.807824460636
2015-03-21,237.110968667803,103.102117469905,130.804365957325,165.945254427738
2015-03-22,220.614116437915,95.3624794302639,121.190132733869,154.008510129377
2015-03-23,205.264829916647,88.2037727030474,112.282466989254,142.930279606656
2015-03-24,190.979478095739,81.579873877898,104.026598460747,132.645616020735
2015-03-25,177.684757575992,75.4510906198704,96.3751383963123,123.098028395843
2015-03-26,165.315878333257,69.7829579925671,89.2867221219324,114.237954363064
2015-03-27,153.810808126474,64.5424758403056,82.7217470824459,106.017944549488
2015-03-28,143.110272497673,59.6981087881181,76.6423728415449,98.3926625782135
2015-03-29,133.157754771971,55.2197862417521,71.012521081776,91.3188850683456
2015-03-30,123.899496057574,51.0789023876694,65.7978756045398,84.7555016349963
2015-03-31,115.284495245779,47.2483161930473,60.9658823300915,78.6635148892848
2015-04-01,107.26464805602,43.7024584574495,56.4858653759889,73.0061656997303
2015-04-02,99.7988069516824,40.4202257848741,52.3322280784192,67.7524624603919
2015-04-03,92.851425508806,37.3837626239462,48.483179855766,62.875863669613
2015-04-04,86.3883471819186,34.575814322225,44.9177043637336,58.3508136140033
2015-04-05,80.3768881681105,31.9798690459435,41.6156921528478,54.1528602403939
2015-04-06,74.7858374070348,29.5801577800084,38.557940668456,50.2586551558371
2015-04-07,69.5854565809069,27.3616543280003,35.7261542507269,46.645953627607
2015-04-08,64.747480114505,25.3100753121735,33.1029441346508,43.2936145831989
2015-04-09,60.2451151751698,23.4118801734563,30.6718284500395,40.1816006103294
2015-04-10,56.0534140152905,21.6545353785411,28.4175251820868,37.2913014705374
2015-04-11,52.1517505207683,20.0281385902243,26.3277909670342,34.6076100505425
2015-04-12,48.521385399671,18.5237216157952,24.3915307402496,32.1168244462106
2015-04-13,45.1443151375984,17.1326470814233,22.598068124644,29.8057695228555
2015-04-14,42.0033226769987,15.8466543261327,20.9371934966031,27.6618466086251
2015-04-15,39.0819774171692,14.6578594018019,19.3991639859872,25.6730334945017
2015-04-16,36.3646352142554,13.5587550731638,17.9747034761314,23.8278844343017
2015-04-17,33.8364383812519,12.5422108178061,16.6550026038455,22.1155301446759
2015-04-18,31.4833156880018,11.6014728261706,15.4317187594137,20.5256778051092
2015-04-19,29.2925180091169,10.7305180205209,14.29737647023,19.0490622054384
2015-04-20,27.2535672244606,9.92460745275744,13.2460149882055,17.6782017100031
2015-04-21,25.3565585287763,9.17922903927858,12.2719735624449,16.4060064655268
2015-04-22,23.5920042093367,8.49005960089199,11.3698293159394,15.2256851520117
2015-04-23,21.9508365189298,7.85296701304106,10.5343996034636,14.1307475500505
2015-04-24,20.4244076758586,7.26401020580476,9.76074201157527,13.1150045408273
2015-04-25,19.0044898639411,6.71943916389775,9.04415435861559,12.1725681061165
2015-04-26,17.6832752325106,6.21569492667028,8.3801746947091,11.2978513282836
2015-04-27,16.4533844979332,5.74941533237452,7.76458779178841,10.4855756851435
2015-04-28,15.3084141233806,5.31777182354076,7.19381370258878,9.73121781530738
2015-04-29,14.2429190488038,4.91842337607243,6.66486541706298,9.03097402516439
2015-04-30,13.2516759668472,4.54910952756411,6.1748652254061,8.38118690424881
2015-05-01,12.3296858281888,4.20766671594479,5.72105906588615,7.77835631682902
2015-05-02,11.4721738415409,3.89202827947789,5.3008165248441,7.2191394019075
2015-05-03,10.6745894736491,3.60022445676123,4.91163083669384,6.7003505732208
2015-05-04,9.93260644929315,3.33038238672704,4.55111888392221,6.21896151923962
2015-05-05,9.2421227512865,3.08072610864199,4.21702119708899,5.77210120316873
2015-05-06,8.59929735761539,2.84959906107083,3.90722798036208,5.35708583934587
2015-05-07,8.00092537272773,2.63567715722983,3.62003050083738,4.97171461697253
2015-05-08,7.44414299380185,2.43778730232419,3.35391140739944,4.61402848610918
2015-05-09,6.9261969631588,2.25479772184354,3.10740858295745,4.2821416721964
2015-05-10,6.44445377454338,2.08562579020477,2.87912355465844,3.97425055203514
2015-05-11,5.9963996731241,1.92923803075206,2.66772149388734,3.68863365378675
2015-05-12,5.5796406554932,1.78465011575686,2.4719312162669,3.42365165697295
2015-05-13,5.19190246966666,1.65092686641792,2.29054518165776,3.17774739247586
2015-05-14,4.83103061508418,1.52718225286125,2.1224194941584,2.94944584253797
2015-05-15,4.49505127172236,1.41261406011818,1.96651482845515,2.73740227470052
2015-05-16,4.18234604506374,1.30659396869035,1.82200563783343,2.54053430445754
2015-05-17,3.89140147679594,1.20853145738396,1.68811752295339,2.35782813633428
2015-05-18,3.62076654283985,1.11785993457455,1.56410770636082,2.18831160264073
2015-05-19,3.36905416506891,1.03403773874388,1.44926617076908,2.03105544778247
2015-05-20,3.1349412113091,0.956548138479969,1.34291565905907,1.88517332826068
2015-05-21,2.91716849533893,0.884899332477043,1.24441167427927,1.74982181267211
2015-05-22,2.71454077688945,0.81862444953558,1.1531424796457,1.62420038170912
2015-05-23,2.52592705802252,0.757281720811594,1.06852930116154,1.50755166517016
2015-05-24,2.35033115443607,0.700491977697935,0.990071451897453,1.39921555483547
2015-05-25,2.18691795334691,0.647947711863342,0.917358781206664,1.2986461116714
2015-05-26,2.0348887205893,0.599352664258097,0.849997135976308,1.20531981786104
2015-05-27,1.8934788684726,0.554423221904312,0.787609226629241,1.11873557138607
2015-05-28,1.76195795578126,0.512888417895927,0.729834627124033,1.03841468602672
2015-05-29,1.63962968777481,0.474489931398713,0.676329774954965,0.963900891361825
2015-05-30,1.52583191618787,0.43898208765027,0.626767971152036,0.894760332768794
2015-05-31,1.41993663923016,0.40613185796003,0.580839380280956,0.830581571423613
2015-06-01,1.3213533226515,0.375720618335906,0.538253151663046,0.770978131395858
2015-06-02,1.22958350204927,0.347570984474799,0.498770422079057,0.71562896344279
2015-06-03,1.14418928547146,0.321529362136296,0.462183505355805,0.664253766589453
2015-06-04,1.06474962640188,0.297447389304803,0.428292106028647,0.616582579918308
2015-06-05,0.990861712222568,0.27518311914154,0.396904609572941,0.572357152013546
2015-06-06,0.922140964213752,0.254601019984547,0.367838082404041,0.531330940961096
2015-06-07,0.858221037553879,0.235571975348677,0.340918271877302,0.493269114348616
2015-06-08,0.798753821319605,0.217973283925602,0.315979606288076,0.457948549265502
2015-06-09,0.743409438485792,0.201688659583811,0.292865194871716,0.42515783230288
2015-06-10,0.691889612472174,0.186614271086779,0.271434432343022,0.394706808776049
2015-06-11,0.643952515854505,0.172670112763436,0.251577267042943,0.366444435916849
2015-06-12,0.599350851736448,0.159772257947638,0.233179186349306,0.3402147106314
